Time (s),CPG0,CPG1,Z_POS (Meters),CL0 (Degrees),FL0 (Degrees),TL0 (Degrees)
46.009999,0.8648,0.2163,-0.9825,2.137,2.4,1.521
46.029999,0.8446,0.03298,-0.762,2.233,2.371,1.601
46.039999,0.8247,-0.1813,-0.6764,2.277,2.345,1.644
46.059999,0.7992,-0.4354,-0.5589,2.351,2.284,1.719
46.079999,0.7619,-0.6736,-0.508,2.418,2.196,1.787
46.099999,0.7105,-0.8166,-0.5043,2.479,2.087,1.853
46.109999,0.6505,-0.8698,-0.5208,2.509,2.019,1.891
46.129999,0.5897,-0.8832,-0.4808,2.541,1.987,1.957
46.149999,0.5288,-0.8835,-0.4275,2.545,1.984,2.018
46.169999,0.4644,-0.8798,-0.387,2.545,1.983,2.078
46.179999,0.3916,-0.8744,-0.3702,2.546,1.983,2.122
46.199999,0.3034,-0.8677,-0.3582,2.527,1.984,2.194
46.219999,0.1892,-0.859,-0.3988,2.476,1.984,2.243
46.239999,0.03408,-0.847,-0.4713,2.416,1.984,2.273
46.259999,-0.1777,-0.8291,-0.5433,2.365,1.983,2.298
46.279999,-0.4389,-0.8009,-0.6104,2.322,1.983,2.315
46.299999,-0.6797,-0.7567,-0.6819,2.279,1.984,2.317
46.309999,-0.8188,-0.6959,-0.7302,2.246,1.984,2.295
46.329999,-0.8695,-0.6262,-0.8431,2.187,1.984,2.229
46.349999,-0.8821,-0.5481,-0.9705,2.131,1.984,2.12
46.369999,-0.8811,-0.4652,-1.096,2.088,1.984,1.972
46.379999,-0.8754,-0.3707,-1.157,2.069,1.984,1.873
46.399999,-0.8672,-0.2539,-1.286,2.034,1.984,1.679
46.419999,-0.8582,-0.09086,-1.412,2.0,1.984,1.51
46.429999,-0.8454,0.1298,-1.465,1.987,1.984,1.436
46.449999,-0.8226,0.3948,-1.542,1.97,1.984,1.32
46.469999,-0.7876,0.64,-1.601,1.961,1.984,1.233
46.479999,-0.731,0.8011,-1.627,1.958,1.984,1.195
46.499999,-0.6609,0.8689,-1.68,1.953,1.984,1.136
46.519999,-0.5902,0.886,-1.736,1.947,1.984,1.094
46.539999,-0.5232,0.8853,-1.795,1.943,1.984,1.068
46.559999,-0.4526,0.881,-1.858,1.941,1.984,1.059
46.579999,-0.366,0.877,-1.93,1.944,1.983,1.07
46.599999,-0.2581,0.8699,-1.926,1.946,1.983,1.092
46.609999,-0.2349,0.8235,-1.925,1.94,1.984,1.115
46.629999,-0.4049,0.7191,-1.912,1.937,1.984,1.156
46.649999,-0.5949,0.6883,-1.874,1.945,1.983,1.199
46.669999,-0.7242,0.6982,-1.833,1.96,2.015,1.247
46.689999,-0.7363,0.771,-1.811,1.979,2.103,1.301
46.699999,-0.6668,0.8606,-1.807,1.993,2.18,1.335
46.719999,-0.6054,0.8798,-1.788,2.026,2.308,1.398
46.739999,-0.5461,0.8817,-1.731,2.08,2.389,1.464
46.759999,-0.4863,0.8785,-1.636,2.166,2.397,1.54
46.769999,-0.4216,0.8735,-1.592,2.221,2.373,1.588
46.779999,-0.3235,0.8743,-1.567,2.269,2.343,1.636
46.799999,-0.1955,0.868,-1.553,2.348,2.274,1.718
46.819999,-0.1242,0.8264,-1.538,2.419,2.178,1.791
46.829999,-0.1539,0.7593,-1.532,2.457,2.103,1.833
46.849999,-0.269,0.7044,-1.505,2.514,2.002,1.907
46.859999,-0.4207,0.6903,-1.479,2.535,1.989,1.947
46.879999,-0.4966,0.7451,-1.448,2.545,1.984,2.016
46.899999,-0.4827,0.8159,-1.445,2.545,1.984,2.084
46.909999,-0.4114,0.8584,-1.447,2.542,1.983,2.131
46.929999,-0.3258,0.8652,-1.467,2.514,1.984,2.203
46.939999,-0.2299,0.8569,-1.502,2.476,1.984,2.226
46.959999,-0.1041,0.846,-1.564,2.411,1.983,2.264
46.969999,0.06714,0.831,-1.578,2.383,1.983,2.282
46.989999,0.3065,0.8131,-1.583,2.339,1.983,2.308
47.009999,0.583,0.7867,-1.598,2.298,1.983,2.32
47.019999,0.7805,0.7391,-1.614,2.27,1.984,2.308
47.039999,0.8642,0.6785,-1.646,2.214,1.984,2.266
47.059999,0.8875,0.6156,-1.692,2.157,1.984,2.181
47.069999,0.8903,0.5498,-1.722,2.128,1.984,2.093
47.089999,0.8873,0.4822,-1.765,2.085,1.984,1.922
47.109999,0.8823,0.4075,-1.808,2.052,1.984,1.739
47.129999,0.8759,0.3187,-1.872,2.017,1.984,1.568
47.149999,0.8681,0.2078,-1.929,1.988,1.984,1.429
47.159999,0.8574,0.05773,-1.926,1.981,1.983,1.368
47.179999,0.8416,-0.1482,-1.925,1.972,1.983,1.268
47.199999,0.8167,-0.4079,-1.925,1.967,1.984,1.19
47.219999,0.7775,-0.6582,-1.925,1.961,1.984,1.134
47.229999,0.7231,-0.8107,-1.92,1.956,1.984,1.115
47.249999,0.6614,-0.8686,-1.877,1.95,1.983,1.096
47.269999,0.5997,-0.8834,-1.803,1.952,1.983,1.101
47.289999,0.5386,-0.8842,-1.708,1.959,1.984,1.123
47.309999,0.4749,-0.8806,-1.604,1.96,1.984,1.153
47.329999,0.4038,-0.8754,-1.514,1.956,1.984,1.184
47.339999,0.3187,-0.8689,-1.477,1.954,1.99,1.202
47.359999,0.2098,-0.8606,-1.418,1.955,2.009,1.235
47.379999,0.06286,-0.8494,-1.37,1.961,2.045,1.267
47.399999,-0.1388,-0.8327,-1.326,1.971,2.1,1.3
47.419999,-0.3946,-0.8066,-1.273,1.985,2.178,1.337
47.439999,-0.6459,-0.7652,-1.196,2.001,2.275,1.378
47.449999,-0.8036,-0.7066,-1.133,2.022,2.333,1.409
47.469999,-0.865,-0.6376,-0.9731,2.079,2.406,1.471
47.489999,-0.8809,-0.5652,-0.7947,2.166,2.408,1.545
47.509999,-0.8813,-0.4888,-0.6434,2.257,2.37,1.622
47.519999,-0.8765,-0.4033,-0.589,2.298,2.341,1.663
47.539999,-0.8693,-0.2996,-0.5352,2.37,2.273,1.735
47.549999,-0.8594,-0.1645,-0.5432,2.41,2.209,1.776
47.569999,-0.8487,0.02778,-0.5916,2.476,2.086,1.849
47.579999,-0.8292,0.2777,-0.6302,2.508,2.018,1.889
47.599999,-0.7975,0.5491,-0.6526,2.541,1.987,1.959
47.619999,-0.7514,0.7499,-0.6804,2.545,1.984,2.023
47.639999,-0.6815,0.8538,-0.7155,2.546,1.983,2.086
47.659999,-0.6137,0.8815,-0.766,2.545,1.983,2.153
47.669999,-0.5523,0.8834,-0.815,2.521,1.985,2.189
47.689999,-0.491,0.8799,-0.9558,2.468,1.984,2.238
47.709999,-0.4256,0.8746,-1.123,2.408,1.984,2.27
47.719999,-0.3382,0.872,-1.208,2.38,1.984,2.286
47.739999,-0.2158,0.8682,-1.379,2.334,1.984,2.309
47.759999,-0.04886,0.8581,-1.556,2.291,1.984,2.315
47.779999,0.18,0.8412,-1.75,2.244,1.984,2.298
47.789999,0.4602,0.8135,-1.858,2.208,1.983,2.258
47.799999,0.7075,0.7699,-1.927,2.175,1.982,2.193
47.809999,0.8021,0.6293,-1.926,2.147,1.98,2.107
47.829999,0.8038,0.3511,-1.925,2.104,1.984,1.92
47.839999,0.7735,0.1112,-1.925,2.082,1.985,1.821
47.849999,0.7076,-0.1028,-1.925,2.051,1.985,1.721
47.859999,0.6624,-0.2947,-1.925,2.01,1.984,1.622
47.869999,0.6935,-0.5284,-1.925,1.971,1.985,1.524
47.889999,0.682,-0.7277,-1.925,1.914,1.984,1.37
47.899999,0.6417,-0.8336,-1.925,1.895,1.984,1.32
47.919999,0.5881,-0.8708,-1.925,1.863,2.014,1.256
47.929999,0.5295,-0.8795,-1.925,1.855,2.071,1.253
47.939999,0.4661,-0.8786,-1.925,1.849,2.167,1.269
47.959999,0.3938,-0.8741,-1.908,1.876,2.366,1.336
47.969999,0.3064,-0.8678,-1.84,1.97,2.378,1.422
47.979999,0.1935,-0.8593,-1.774,2.072,2.312,1.522
47.999999,0.02775,-0.844,-1.622,2.255,2.113,1.719
48.009999,-0.1975,-0.8234,-1.542,2.322,2.029,1.808
48.029999,-0.4696,-0.7917,-1.43,2.414,1.989,1.955
48.039999,-0.7065,-0.7424,-1.417,2.429,1.986,2.027
48.059999,-0.8296,-0.6813,-1.437,2.426,1.984,2.132
48.069999,-0.8722,-0.6118,-1.473,2.405,1.984,2.168
48.089999,-0.8822,-0.5319,-1.561,2.371,1.984,2.224
48.099999,-0.8802,-0.446,-1.609,2.357,1.984,2.248
48.119999,-0.874,-0.3462,-1.659,2.332,1.983,2.288
48.129999,-0.8652,-0.2212,-1.651,2.317,1.983,2.304
48.149999,-0.852,-0.05737,-1.634,2.289,1.984,2.319
48.159999,-0.8333,0.1667,-1.655,2.265,1.984,2.31
48.169999,-0.804,0.4436,-1.691,2.232,1.984,2.281
48.189999,-0.758,0.6943,-1.764,2.172,1.984,2.207
48.199999,-0.6946,0.8319,-1.803,2.141,1.984,2.129
48.209999,-0.6245,0.8776,-1.843,2.117,1.984,2.031
48.229999,-0.5627,0.8831,-1.884,2.076,1.984,1.847
48.239999,-0.5086,0.8779,-1.87,2.053,1.984,1.748
48.249999,-0.4537,0.8724,-1.857,2.033,1.984,1.648
48.259999,-0.3902,0.8678,-1.871,2.017,1.985,1.55
48.269999,-0.2955,0.8673,-1.906,2.004,1.984,1.461
48.289999,-0.1592,0.8636,-1.927,1.991,1.982,1.328
48.299999,0.02903,0.8521,-1.925,1.984,1.982,1.271
48.319999,0.2816,0.8321,-1.925,1.97,1.981,1.185
48.329999,0.5631,0.7991,-1.925,1.964,1.981,1.158
48.339999,0.7708,0.7493,-1.925,1.961,1.98,1.145
48.359999,0.8615,0.6876,-1.908,1.957,1.981,1.136
48.369999,0.8872,0.624,-1.884,1.96,1.983,1.151
48.379999,0.891,0.5617,-1.861,1.968,1.984,1.175
48.389999,0.8885,0.4982,-1.856,1.974,2.008,1.209
48.409999,0.8839,0.429,-1.88,1.987,2.08,1.27
48.419999,0.8782,0.348,-1.895,1.998,2.157,1.309
48.429999,0.8709,0.2463,-1.875,2.02,2.236,1.354
48.449999,0.8613,0.1105,-1.733,2.085,2.332,1.439
48.459999,0.8474,-0.07626,-1.603,2.149,2.321,1.501
48.479999,0.8259,-0.3221,-1.316,2.256,2.293,1.604
48.489999,0.7898,-0.5836,-1.182,2.301,2.268,1.653
48.499999,0.7356,-0.7671,-1.06,2.348,2.222,1.703
48.519999,0.6661,-0.8452,-0.8567,2.425,2.128,1.786
48.529999,0.5913,-0.8678,-0.7752,2.464,2.057,1.831
48.539999,0.5204,-0.8736,-0.6997,2.497,2.007,1.877
48.559999,0.4499,-0.8735,-0.527,2.539,1.986,1.954
48.569999,0.3758,-0.8714,-0.4574,2.544,1.984,1.996
48.579999,0.2842,-0.8656,-0.4007,2.545,1.984,2.044
48.599999,0.164,-0.8569,-0.3326,2.543,1.984,2.129
48.609999,-0.0003385,-0.8442,-0.3348,2.516,1.984,2.166
48.629999,-0.2231,-0.8248,-0.3822,2.46,1.984,2.218
48.639999,-0.4878,-0.7941,-0.4212,2.428,1.984,2.239
48.659999,-0.714,-0.7466,-0.4871,2.379,1.983,2.274
48.669999,-0.8332,-0.6834,-0.5132,2.357,1.983,2.291
48.689999,-0.8735,-0.6129,-0.5553,2.321,1.984,2.314
48.709999,-0.8823,-0.5362,-0.5979,2.282,1.984,2.319
48.719999,-0.8802,-0.4539,-0.6316,2.252,1.984,2.3
48.739999,-0.8742,-0.3589,-0.7125,2.195,1.984,2.244
48.749999,-0.8658,-0.2403,-0.7739,2.161,1.984,2.171
48.759999,-0.8536,-0.08389,-0.8469,2.132,1.984,2.074
48.779999,-0.8363,0.1308,-0.9879,2.087,1.984,1.89
48.789999,-0.8097,0.4025,-1.061,2.062,1.984,1.789
48.809999,-0.7671,0.6629,-1.199,2.019,1.984,1.595
48.819999,-0.707,0.8174,-1.258,2.002,1.984,1.506
48.839999,-0.6377,0.8734,-1.342,1.98,1.983,1.368
48.849999,-0.5717,0.8844,-1.375,1.973,1.984,1.31
48.869999,-0.5054,0.8834,-1.432,1.964,1.984,1.22
48.879999,-0.4344,0.8789,-1.46,1.96,1.984,1.182
48.899999,-0.3529,0.8726,-1.509,1.952,1.984,1.124
48.919999,-0.2353,0.8693,-1.56,1.947,1.984,1.087
48.929999,-0.07577,0.8599,-1.584,1.945,1.984,1.08
48.949999,0.1436,0.844,-1.637,1.945,1.984,1.08
48.969999,0.4198,0.8183,-1.701,1.947,1.984,1.099
48.979999,0.6788,0.7771,-1.74,1.94,1.984,1.119
48.999999,0.8268,0.7202,-1.83,1.929,1.984,1.153
49.009999,0.8785,0.6567,-1.878,1.927,1.989,1.173
49.029999,0.8904,0.5938,-1.926,1.93,1.999,1.2
49.039999,0.8902,0.5314,-1.925,1.937,2.014,1.218
49.059999,0.8829,0.4163,-1.925,1.959,2.06,1.258
49.079999,0.8708,0.2762,-1.925,1.994,2.173,1.328
49.089999,0.8528,0.1042,-1.896,2.083,2.18,1.411
49.109999,0.821,-0.1079,-1.871,2.255,2.102,1.59
49.129999,0.781,-0.3355,-1.928,2.382,1.997,1.763
49.139999,0.7037,-0.527,-1.926,2.425,1.985,1.838
49.159999,0.5462,-0.6184,-1.925,2.475,1.985,1.972
49.169999,0.2535,-0.6243,-1.925,2.478,1.985,2.032
49.189999,-0.2258,-0.5681,-1.922,2.469,1.984,2.123
49.199999,-0.753,-0.3838,-1.925,2.459,1.984,2.153
49.219999,-0.8948,-0.1084,-1.921,2.435,1.983,2.198
49.229999,-0.8677,0.1517,-1.9,2.411,1.983,2.215
49.249999,-0.8462,0.393,-1.832,2.371,1.984,2.244
49.259999,-0.806,0.6252,-1.813,2.353,1.984,2.262
49.269999,-0.7449,0.7945,-1.809,2.335,1.984,2.279
49.289999,-0.688,0.8562,-1.823,2.302,1.984,2.303
49.309999,-0.6279,0.8778,-1.838,2.267,1.984,2.309
49.319999,-0.6394,0.8448,-1.863,2.24,1.984,2.29
49.339999,-0.6528,0.8338,-1.886,2.184,1.984,2.238
49.359999,-0.6589,0.837,-1.862,2.133,1.985,2.12
49.379999,-0.5903,0.8778,-1.868,2.091,1.984,1.931
49.399999,-0.5246,0.883,-1.89,2.053,1.984,1.736
49.419999,-0.454,0.8806,-1.915,2.017,1.984,1.558
49.439999,-0.377,0.8742,-1.926,1.991,1.983,1.418
49.449999,-0.2842,0.8665,-1.925,1.982,1.983,1.357
49.469999,-0.1879,0.8503,-1.914,1.968,1.984,1.257
49.479999,-0.183,0.7963,-1.885,1.962,1.983,1.212
49.499999,-0.2159,0.7613,-1.806,1.954,1.984,1.145
49.519999,-0.2684,0.7475,-1.769,1.95,1.984,1.106
49.529999,-0.2999,0.7619,-1.776,1.95,1.984,1.103
49.539999,-0.3059,0.7838,-1.799,1.953,1.984,1.112
49.559999,-0.3222,0.7891,-1.875,1.951,1.984,1.134
49.569999,-0.3409,0.7931,-1.907,1.945,1.984,1.153
49.589999,-0.3624,0.7966,-1.911,1.94,1.983,1.186
49.609999,-0.3086,0.8287,-1.897,1.943,1.989,1.219
49.619999,-0.1939,0.8484,-1.906,1.948,2.009,1.239
49.639999,-0.04394,0.8433,-1.925,1.963,2.05,1.276
49.649999,0.1377,0.8209,-1.925,1.972,2.097,1.301
49.669999,0.368,0.7923,-1.922,1.997,2.21,1.356
49.679999,0.61,0.7531,-1.875,2.042,2.26,1.408
49.699999,0.7837,0.7022,-1.655,2.169,2.268,1.526
49.709999,0.8627,0.649,-1.519,2.25,2.202,1.605
49.719999,0.8853,0.5897,-1.411,2.323,2.122,1.683
49.739999,0.8876,0.5183,-1.281,2.43,2.007,1.807
49.749999,0.8836,0.4356,-1.233,2.469,1.991,1.865
49.759999,0.8769,0.341,-1.191,2.498,1.986,1.923
49.779999,0.8681,0.2245,-1.107,2.533,1.984,2.022
49.789999,0.8568,0.07454,-1.073,2.532,1.984,2.077
49.799999,0.8404,-0.1269,-1.063,2.51,1.984,2.124
49.819999,0.8136,-0.3781,-1.12,2.459,1.984,2.19
49.829999,0.7725,-0.6241,-1.176,2.427,1.984,2.216
49.849999,0.718,-0.7868,-1.28,2.377,1.983,2.259
49.869999,0.6567,-0.8569,-1.332,2.342,1.983,2.293
49.889999,0.5976,-0.8795,-1.376,2.316,1.983,2.317
49.899999,0.5374,-0.8829,-1.403,2.296,1.984,2.321
49.919999,0.474,-0.8802,-1.461,2.255,1.984,2.313
49.939999,0.403,-0.8753,-1.546,2.207,1.984,2.272
49.959999,0.318,-0.8689,-1.675,2.154,1.984,2.191
49.969999,0.2089,-0.8606,-1.745,2.126,1.984,2.114
49.989999,0.06152,-0.8492,-1.889,2.085,1.984,1.966
50.009999,-0.1408,-0.8325,-1.927,2.065,1.983,1.81
50.029999,-0.3971,-0.8062,-1.925,2.051,1.984,1.644
50.039999,-0.6479,-0.7647,-1.925,2.04,1.984,1.547
50.059999,-0.8045,-0.706,-1.925,2.015,1.984,1.386
50.069999,-0.8653,-0.6371,-1.925,2.001,1.984,1.318
50.089999,-0.8809,-0.5646,-1.925,1.981,1.984,1.22
50.109999,-0.8818,-0.4828,-1.925,1.969,1.984,1.163
50.129999,-0.8774,-0.3855,-1.925,1.965,1.984,1.143
50.139999,-0.8697,-0.267,-1.925,1.966,1.984,1.15
50.159999,-0.8588,-0.1125,-1.925,1.966,1.984,1.168
50.179999,-0.8435,0.09653,-1.925,1.967,1.984,1.193
50.199999,-0.8179,0.3622,-1.925,1.971,1.991,1.227
50.219999,-0.7786,0.6284,-1.925,1.982,2.035,1.272
50.229999,-0.7231,0.7984,-1.924,1.994,2.119,1.312
50.239999,-0.7176,0.8177,-1.897,2.04,2.188,1.373
50.259999,-0.768,0.7564,-1.786,2.168,2.228,1.504
50.279999,-0.7959,0.7229,-1.665,2.309,2.145,1.641
50.289999,-0.8036,0.7128,-1.628,2.369,2.08,1.711
50.299999,-0.771,0.7799,-1.611,2.42,2.016,1.776
50.319999,-0.7024,0.8573,-1.578,2.494,1.987,1.882
50.329999,-0.6275,0.8856,-1.553,2.519,1.985,1.935
50.349999,-0.5905,0.8737,-1.504,2.543,1.984,2.026
50.369999,-0.5926,0.8514,-1.474,2.544,1.984,2.111
50.379999,-0.5994,0.8431,-1.467,2.522,1.984,2.153
50.399999,-0.6042,0.8419,-1.467,2.47,1.984,2.213
50.409999,-0.5704,0.8614,-1.481,2.435,1.984,2.236
50.429999,-0.5026,0.8785,-1.508,2.383,1.983,2.274
50.439999,-0.4341,0.8766,-1.514,2.359,1.983,2.291
50.459999,-0.3547,0.8713,-1.503,2.32,1.983,2.313
50.479999,-0.2562,0.864,-1.475,2.281,1.984,2.319
50.489999,-0.12,0.8558,-1.472,2.251,1.984,2.301
50.509999,0.08162,0.846,-1.488,2.193,1.984,2.242
50.519999,0.324,0.817,-1.519,2.16,1.984,2.173
50.539999,0.5834,0.7775,-1.593,2.108,1.984,2.031
50.549999,0.7712,0.722,-1.63,2.091,1.984,1.933
50.569999,0.8558,0.6546,-1.699,2.063,1.984,1.746
50.579999,0.8835,0.5959,-1.741,2.045,1.984,1.646
50.599999,0.8883,0.5348,-1.802,2.013,1.984,1.476
50.619999,0.8861,0.4699,-1.817,1.989,1.983,1.349
50.629999,0.8814,0.3966,-1.808,1.98,1.983,1.295
50.649999,0.8752,0.3081,-1.77,1.968,1.984,1.209
50.669999,0.8672,0.1937,-1.713,1.959,1.984,1.146
50.679999,0.856,0.03833,-1.682,1.955,1.984,1.12
50.699999,0.8394,-0.1742,-1.62,1.949,1.984,1.083
50.709999,0.8132,-0.4374,-1.591,1.948,1.984,1.078
50.729999,0.7723,-0.6805,-1.548,1.948,1.984,1.08
50.739999,0.7167,-0.8207,-1.531,1.948,1.984,1.096
50.759999,0.6547,-0.8716,-1.511,1.941,1.984,1.128
50.769999,0.5931,-0.8839,-1.509,1.934,1.984,1.148
50.779999,0.5319,-0.8839,-1.506,1.933,1.988,1.169
50.799999,0.4676,-0.8801,-1.496,1.935,2.001,1.207
50.809999,0.3955,-0.8748,-1.486,1.942,2.02,1.229
50.819999,0.3083,-0.8681,-1.473,1.95,2.053,1.254
50.829999,0.1961,-0.8596,-1.454,1.96,2.105,1.283
50.849999,0.04372,-0.8478,-1.406,1.981,2.206,1.335
50.859999,-0.1646,-0.8303,-1.362,2.0,2.273,1.369
50.879999,-0.4243,-0.8028,-1.245,2.048,2.374,1.433
50.889999,-0.669,-0.7595,-1.163,2.103,2.38,1.48
50.909999,-0.8141,-0.6994,-1.011,2.205,2.365,1.569
50.919999,-0.8681,-0.63,-0.9545,2.253,2.344,1.616
50.939999,-0.8813,-0.5575,-0.893,2.333,2.292,1.696
50.959999,-0.8816,-0.4737,-0.9033,2.403,2.213,1.769
50.969999,-0.8763,-0.379,-0.9369,2.442,2.143,1.811
50.989999,-0.8683,-0.263,-1.029,2.505,2.019,1.885
51.009999,-0.8599,-0.09983,-1.113,2.54,1.987,1.95
51.019999,-0.8435,0.1147,-1.16,2.544,1.985,1.988
51.039999,-0.8187,0.3815,-1.264,2.545,1.984,2.056
51.059999,-0.7804,0.6392,-1.382,2.546,1.984,2.128
51.069999,-0.718,0.8088,-1.458,2.529,1.984,2.168
51.089999,-0.6501,0.8701,-1.646,2.482,1.984,2.225
51.099999,-0.5912,0.8807,-1.762,2.446,1.984,2.245
51.119999,-0.5352,0.8799,-1.927,2.408,1.983,2.277
51.129999,-0.479,0.8758,-1.926,2.385,1.984,2.288
51.149999,-0.609,0.7784,-1.918,2.365,1.984,2.321
51.169999,-0.7208,0.7385,-1.914,2.376,1.984,2.347
51.189999,-0.7736,0.7318,-1.927,2.385,1.983,2.352
51.209999,-0.7886,0.7353,-1.925,2.384,1.983,2.342
51.219999,-0.7263,0.8353,-1.925,2.371,1.984,2.335
51.239999,-0.6518,0.8797,-1.921,2.349,1.984,2.33
51.259999,-0.5757,0.8905,-1.925,2.334,1.984,2.334
51.279999,-0.5012,0.8881,-1.925,2.325,1.984,2.341
51.299999,-0.4262,0.8808,-1.925,2.317,1.982,2.348
51.309999,-0.3388,0.8737,-1.925,2.31,1.982,2.353
51.329999,-0.2288,0.8654,-1.896,2.303,1.982,2.365
51.349999,-0.1599,0.8315,-1.834,2.31,1.984,2.376
51.359999,-0.1316,0.7918,-1.802,2.314,1.984,2.38
51.379999,-0.1095,0.7681,-1.754,2.317,1.984,2.385
51.399999,-0.08888,0.7524,-1.722,2.303,1.984,2.382
51.409999,-0.002375,0.7641,-1.713,2.283,1.984,2.371
51.429999,0.1166,0.7587,-1.689,2.239,1.984,2.339
51.439999,0.2036,0.7105,-1.668,2.206,1.984,2.294
51.459999,0.2501,0.6403,-1.61,2.148,1.984,2.189
51.469999,0.2753,0.5742,-1.581,2.122,1.984,2.092
51.489999,0.3226,0.5345,-1.546,2.082,1.984,1.911
51.499999,0.4349,0.5238,-1.541,2.059,1.984,1.811
51.519999,0.5941,0.5164,-1.554,2.02,1.984,1.615
51.529999,0.7439,0.4987,-1.565,2.004,1.984,1.522
51.549999,0.8309,0.462,-1.586,1.983,1.984,1.38
51.569999,0.8624,0.4003,-1.617,1.97,1.984,1.274
51.579999,0.8691,0.3177,-1.636,1.965,1.984,1.229
51.589999,0.8652,0.2058,-1.652,1.96,1.984,1.188
51.609999,0.8554,0.05351,-1.681,1.952,1.984,1.128
51.629999,0.8395,-0.154,-1.703,1.946,1.984,1.09
51.639999,0.8138,-0.4127,-1.698,1.944,1.984,1.083
51.659999,0.7748,-0.6608,-1.652,1.943,1.983,1.085
51.679999,0.721,-0.8117,-1.586,1.945,1.984,1.106
51.699999,0.6596,-0.8688,-1.584,1.941,1.984,1.136
51.709999,0.5958,-0.8823,-1.622,1.935,1.984,1.155
51.729999,0.5321,-0.8825,-1.719,1.932,1.986,1.19
51.749999,0.4649,-0.8786,-1.841,1.94,1.998,1.224
51.769999,0.3886,-0.8729,-1.926,1.952,2.024,1.261
51.779999,0.3001,-0.867,-1.923,1.962,2.071,1.287
51.799999,0.1852,-0.8585,-1.894,1.985,2.184,1.344
51.819999,0.02863,-0.8465,-1.808,2.037,2.306,1.415
51.829999,-0.1849,-0.8284,-1.714,2.112,2.3,1.479
51.849999,-0.4468,-0.7998,-1.543,2.247,2.248,1.597
51.859999,-0.6855,-0.7551,-1.495,2.308,2.204,1.657
51.879999,-0.8214,-0.6937,-1.465,2.401,2.118,1.757
51.899999,-0.8716,-0.6175,-1.461,2.472,2.02,1.839
51.919999,-0.8823,-0.5383,-1.442,2.525,1.987,1.912
51.929999,-0.8806,-0.4536,-1.424,2.539,1.985,1.951
51.949999,-0.8746,-0.3562,-1.403,2.545,1.984,2.02
51.969999,-0.8653,-0.2392,-1.384,2.545,1.984,2.088
51.979999,-0.8534,-0.08239,-1.375,2.541,1.983,2.135
51.999999,-0.8369,0.1336,-1.36,2.511,1.985,2.204
52.019999,-0.8115,0.4042,-1.418,2.455,1.984,2.248
52.039999,-0.7716,0.6596,-1.513,2.398,1.983,2.278
52.049999,-0.7162,0.8109,-1.541,2.372,1.983,2.294
52.069999,-0.6505,0.8694,-1.552,2.334,1.983,2.318
52.089999,-0.5791,0.8862,-1.555,2.301,1.984,2.33
52.099999,-0.5025,0.8881,-1.577,2.278,1.984,2.323
52.119999,-0.4176,0.884,-1.661,2.229,1.984,2.292
52.129999,-0.3161,0.8774,-1.722,2.194,1.984,2.244
52.149999,-0.1846,0.8685,-1.8,2.135,1.984,2.138
52.169999,-0.005243,0.8559,-1.821,2.091,1.984,2.002
52.179999,0.2377,0.8366,-1.823,2.077,1.984,1.904
52.199999,0.5204,0.8057,-1.846,2.051,1.984,1.717
52.219999,0.7462,0.7583,-1.902,2.022,1.984,1.545
52.239999,0.853,0.6978,-1.927,2.004,1.984,1.41
52.249999,0.884,0.6251,-1.926,1.996,1.984,1.351
52.269999,0.8894,0.5538,-1.925,1.982,1.984,1.253
52.279999,0.8868,0.4805,-1.923,1.974,1.984,1.208
52.299999,0.8815,0.3996,-1.914,1.962,1.983,1.142
52.309999,0.8755,0.3118,-1.908,1.956,1.983,1.124
52.329999,0.8675,0.1987,-1.867,1.952,1.983,1.107
52.349999,0.8559,0.0434,-1.792,1.952,1.983,1.114
52.359999,0.839,-0.1677,-1.747,1.947,1.984,1.13
52.379999,0.8126,-0.4286,-1.673,1.937,1.984,1.159
52.389999,0.7715,-0.6717,-1.649,1.934,1.988,1.177
52.409999,0.7173,-0.8166,-1.623,1.934,1.999,1.209
52.419999,0.6559,-0.8703,-1.612,1.939,2.014,1.229
52.439999,0.5946,-0.8837,-1.595,1.951,2.052,1.265
52.449999,0.5335,-0.884,-1.586,1.959,2.095,1.289
52.469999,0.4695,-0.8803,-1.561,1.978,2.184,1.333
52.479999,0.3976,-0.8749,-1.538,1.994,2.251,1.364
52.489999,0.3108,-0.8683,-1.489,2.02,2.314,1.4
52.509999,0.1991,-0.8598,-1.347,2.089,2.385,1.473
52.519999,0.04786,-0.8481,-1.269,2.154,2.369,1.525
52.539999,-0.1592,-0.8308,-1.177,2.255,2.34,1.614
52.559999,-0.4184,-0.8035,-1.176,2.333,2.296,1.69
52.569999,-0.6645,-0.7606,-1.208,2.376,2.243,1.734
52.579999,-0.8121,-0.7008,-1.262,2.421,2.166,1.784
52.599999,-0.8676,-0.6314,-1.39,2.491,2.026,1.87
52.609999,-0.882,-0.5523,-1.449,2.517,1.997,1.916
52.619999,-0.8814,-0.4687,-1.502,2.535,1.988,1.963
52.639999,-0.8759,-0.3739,-1.631,2.545,1.984,2.046
52.649999,-0.8677,-0.2574,-1.714,2.545,1.984,2.099
52.669999,-0.8556,-0.107,-1.92,2.522,1.984,2.18
52.689999,-0.8413,0.1023,-1.928,2.542,1.98,2.212
52.699999,-0.8182,0.3672,-1.926,2.503,1.986,2.227
