Time (s),sf1,sf2,sf3,sf4,sf5,sf6
23.969999,+8.654e-02,+9.897e-02,+1.504e-01,+9.344e-02,+1.158e-01,+1.360e-01
23.989999,+8.630e-02,+1.048e-01,+1.482e-01,+9.453e-02,+1.162e-01,+1.341e-01
23.999999,+8.609e-02,+1.083e-01,+1.468e-01,+9.526e-02,+1.102e-01,+1.329e-01
24.009999,+8.589e-02,+1.103e-01,+1.459e-01,+9.577e-02,+1.131e-01,+1.322e-01
24.029999,+8.571e-02,+1.116e-01,+1.516e-01,+8.977e-02,+1.148e-01,+1.316e-01
24.049999,+8.553e-02,+1.060e-01,+1.550e-01,+8.627e-02,+1.159e-01,+1.376e-01
24.059999,+8.535e-02,+1.091e-01,+1.569e-01,+8.421e-02,+1.165e-01,+1.346e-01
24.079999,+8.518e-02,+1.109e-01,+1.581e-01,+8.296e-02,+1.170e-01,+1.329e-01
24.089999,+8.501e-02,+1.121e-01,+1.588e-01,+8.219e-02,+1.174e-01,+1.317e-01
24.109999,+8.484e-02,+1.128e-01,+1.592e-01,+8.807e-02,+1.177e-01,+1.374e-01
24.119999,+9.107e-02,+1.133e-01,+1.595e-01,+9.153e-02,+1.115e-01,+1.406e-01
24.129999,+9.472e-02,+1.137e-01,+1.597e-01,+9.360e-02,+1.079e-01,+1.426e-01
24.149999,+9.690e-02,+1.076e-01,+1.599e-01,+9.488e-02,+1.122e-01,+1.437e-01
24.159999,+9.824e-02,+1.041e-01,+1.600e-01,+8.931e-02,+1.147e-01,+1.444e-01
24.169999,+9.270e-02,+1.083e-01,+1.602e-01,+8.607e-02,+1.162e-01,+1.449e-01
24.189999,+8.947e-02,+1.109e-01,+1.603e-01,+8.415e-02,+1.171e-01,+1.452e-01
24.199999,+8.755e-02,+1.124e-01,+1.604e-01,+8.298e-02,+1.178e-01,+1.455e-01
24.209999,+8.639e-02,+1.134e-01,+1.605e-01,+8.225e-02,+1.182e-01,+1.457e-01
24.229999,+8.565e-02,+1.140e-01,+1.606e-01,+8.176e-02,+1.185e-01,+1.395e-01
24.239999,+9.156e-02,+1.144e-01,+1.607e-01,+8.141e-02,+1.188e-01,+1.358e-01
24.249999,+9.503e-02,+1.148e-01,+1.608e-01,+8.115e-02,+1.190e-01,+1.336e-01
24.259999,+9.710e-02,+1.150e-01,+1.609e-01,+8.092e-02,+1.193e-01,+1.386e-01
24.279999,+9.838e-02,+1.153e-01,+1.610e-01,+8.073e-02,+1.195e-01,+1.416e-01
24.289999,+9.281e-02,+1.155e-01,+1.612e-01,+8.055e-02,+1.197e-01,+1.433e-01
24.309999,+8.956e-02,+1.157e-01,+1.613e-01,+8.037e-02,+1.198e-01,+1.443e-01
24.329999,+8.763e-02,+1.159e-01,+1.614e-01,+8.021e-02,+1.200e-01,+1.386e-01
24.339999,+9.286e-02,+1.161e-01,+1.615e-01,+8.644e-02,+1.138e-01,+1.352e-01
24.359999,+9.594e-02,+1.163e-01,+1.616e-01,+9.010e-02,+1.166e-01,+1.331e-01
24.369999,+9.779e-02,+1.165e-01,+1.617e-01,+9.229e-02,+1.183e-01,+1.319e-01
24.389999,+9.895e-02,+1.103e-01,+1.618e-01,+9.364e-02,+1.193e-01,+1.310e-01
24.409999,+9.970e-02,+1.131e-01,+1.619e-01,+9.451e-02,+1.199e-01,+1.304e-01
24.419999,+1.002e-01,+1.148e-01,+1.620e-01,+9.511e-02,+1.204e-01,+1.300e-01
24.439999,+1.006e-01,+1.158e-01,+1.621e-01,+9.555e-02,+1.207e-01,+1.296e-01
24.449999,+9.455e-02,+1.165e-01,+1.622e-01,+9.590e-02,+1.146e-01,+1.357e-01
24.469999,+9.101e-02,+1.169e-01,+1.623e-01,+9.620e-02,+1.110e-01,+1.392e-01
24.489999,+9.532e-02,+1.173e-01,+1.560e-01,+9.648e-02,+1.089e-01,+1.413e-01
24.499999,+9.788e-02,+1.176e-01,+1.523e-01,+9.673e-02,+1.140e-01,+1.425e-01
24.509999,+9.943e-02,+1.178e-01,+1.564e-01,+9.698e-02,+1.170e-01,+1.433e-01
24.519999,+1.004e-01,+1.116e-01,+1.589e-01,+9.722e-02,+1.188e-01,+1.438e-01
24.529999,+9.467e-02,+1.080e-01,+1.603e-01,+9.746e-02,+1.199e-01,+1.441e-01
24.549999,+9.132e-02,+1.059e-01,+1.611e-01,+9.769e-02,+1.206e-01,+1.444e-01
24.569999,+8.933e-02,+1.046e-01,+1.617e-01,+9.153e-02,+1.210e-01,+1.446e-01
24.579999,+8.813e-02,+1.101e-01,+1.620e-01,+8.794e-02,+1.214e-01,+1.448e-01
24.599999,+8.737e-02,+1.134e-01,+1.623e-01,+8.583e-02,+1.217e-01,+1.449e-01
24.609999,+8.686e-02,+1.153e-01,+1.624e-01,+8.455e-02,+1.155e-01,+1.387e-01
24.629999,+8.650e-02,+1.165e-01,+1.562e-01,+8.375e-02,+1.119e-01,+1.350e-01
24.639999,+8.621e-02,+1.173e-01,+1.525e-01,+8.322e-02,+1.098e-01,+1.392e-01
24.649999,+8.598e-02,+1.178e-01,+1.503e-01,+8.285e-02,+1.084e-01,+1.417e-01
24.669999,+8.577e-02,+1.181e-01,+1.489e-01,+8.257e-02,+1.140e-01,+1.431e-01
24.689999,+8.558e-02,+1.184e-01,+1.543e-01,+8.234e-02,+1.173e-01,+1.440e-01
24.699999,+8.540e-02,+1.187e-01,+1.575e-01,+8.213e-02,+1.192e-01,+1.446e-01
24.719999,+8.522e-02,+1.189e-01,+1.594e-01,+8.195e-02,+1.204e-01,+1.450e-01
24.729999,+8.505e-02,+1.191e-01,+1.605e-01,+8.177e-02,+1.147e-01,+1.452e-01
24.749999,+8.488e-02,+1.193e-01,+1.611e-01,+8.160e-02,+1.114e-01,+1.454e-01
24.769999,+8.453e-02,+1.197e-01,+1.618e-01,+8.127e-02,+1.082e-01,+1.458e-01
24.789999,+8.436e-02,+1.135e-01,+1.621e-01,+8.111e-02,+1.138e-01,+1.459e-01
24.809999,+8.420e-02,+1.099e-01,+1.622e-01,+8.094e-02,+1.171e-01,+1.461e-01
24.819999,+8.403e-02,+1.141e-01,+1.624e-01,+8.078e-02,+1.190e-01,+1.462e-01
24.839999,+8.386e-02,+1.166e-01,+1.625e-01,+8.062e-02,+1.202e-01,+1.464e-01
24.849999,+8.369e-02,+1.181e-01,+1.626e-01,+8.046e-02,+1.210e-01,+1.465e-01
24.859999,+8.352e-02,+1.191e-01,+1.563e-01,+8.030e-02,+1.215e-01,+1.466e-01
24.869999,+8.336e-02,+1.197e-01,+1.526e-01,+8.014e-02,+1.219e-01,+1.468e-01
24.889999,+8.959e-02,+1.201e-01,+1.503e-01,+8.637e-02,+1.222e-01,+1.469e-01
24.899999,+9.324e-02,+1.204e-01,+1.553e-01,+9.003e-02,+1.224e-01,+1.470e-01
24.919999,+9.542e-02,+1.143e-01,+1.582e-01,+9.222e-02,+1.162e-01,+1.472e-01
24.929999,+9.037e-02,+1.171e-01,+1.599e-01,+8.717e-02,+1.126e-01,+1.473e-01
24.939999,+8.741e-02,+1.188e-01,+1.609e-01,+8.422e-02,+1.168e-01,+1.474e-01
24.949999,+8.566e-02,+1.198e-01,+1.616e-01,+8.247e-02,+1.193e-01,+1.476e-01
24.969999,+8.459e-02,+1.205e-01,+1.619e-01,+8.141e-02,+1.209e-01,+1.477e-01
24.979999,+8.390e-02,+1.210e-01,+1.622e-01,+8.073e-02,+1.218e-01,+1.478e-01
24.999999,+8.984e-02,+1.213e-01,+1.624e-01,+8.668e-02,+1.224e-01,+1.480e-01
25.009999,+9.333e-02,+1.216e-01,+1.626e-01,+8.377e-02,+1.228e-01,+1.481e-01
25.029999,+9.541e-02,+1.218e-01,+1.563e-01,+8.844e-02,+1.231e-01,+1.482e-01
25.039999,+9.670e-02,+1.220e-01,+1.526e-01,+9.121e-02,+1.170e-01,+1.484e-01
25.049999,+9.754e-02,+1.222e-01,+1.568e-01,+9.289e-02,+1.198e-01,+1.485e-01
25.069999,+9.811e-02,+1.224e-01,+1.592e-01,+9.395e-02,+1.215e-01,+1.486e-01
25.089999,+9.214e-02,+1.226e-01,+1.606e-01,+8.825e-02,+1.225e-01,+1.488e-01
25.099999,+8.866e-02,+1.228e-01,+1.615e-01,+8.494e-02,+1.232e-01,+1.489e-01
25.119999,+8.661e-02,+1.230e-01,+1.556e-01,+8.298e-02,+1.236e-01,+1.490e-01
25.129999,+9.176e-02,+1.232e-01,+1.521e-01,+8.179e-02,+1.240e-01,+1.428e-01
25.149999,+9.480e-02,+1.170e-01,+1.500e-01,+8.105e-02,+1.243e-01,+1.391e-01
25.169999,+9.663e-02,+1.133e-01,+1.487e-01,+8.696e-02,+1.181e-01,+1.368e-01
25.179999,+9.777e-02,+1.111e-01,+1.478e-01,+9.043e-02,+1.145e-01,+1.355e-01
25.199999,+9.212e-02,+1.098e-01,+1.472e-01,+9.251e-02,+1.187e-01,+1.346e-01
25.209999,+8.883e-02,+1.090e-01,+1.467e-01,+9.379e-02,+1.212e-01,+1.339e-01
25.229999,+8.688e-02,+1.084e-01,+1.463e-01,+9.463e-02,+1.227e-01,+1.335e-01
25.239999,+9.210e-02,+1.080e-01,+1.459e-01,+8.881e-02,+1.237e-01,+1.331e-01
25.259999,+9.517e-02,+1.076e-01,+1.456e-01,+8.542e-02,+1.243e-01,+1.327e-01
25.269999,+9.702e-02,+1.138e-01,+1.453e-01,+8.982e-02,+1.247e-01,+1.324e-01
25.289999,+9.817e-02,+1.173e-01,+1.450e-01,+9.243e-02,+1.250e-01,+1.322e-01
25.299999,+9.893e-02,+1.130e-01,+1.511e-01,+9.402e-02,+1.253e-01,+1.383e-01
25.319999,+9.946e-02,+1.105e-01,+1.546e-01,+9.502e-02,+1.255e-01,+1.418e-01
25.329999,+9.986e-02,+1.090e-01,+1.567e-01,+9.570e-02,+1.257e-01,+1.439e-01
25.349999,+1.002e-01,+1.144e-01,+1.579e-01,+8.978e-02,+1.259e-01,+1.451e-01
25.369999,+1.005e-01,+1.176e-01,+1.587e-01,+8.634e-02,+1.261e-01,+1.459e-01
25.379999,+1.007e-01,+1.195e-01,+1.527e-01,+8.431e-02,+1.262e-01,+1.464e-01
25.389999,+9.457e-02,+1.206e-01,+1.492e-01,+8.308e-02,+1.264e-01,+1.468e-01
25.409999,+9.098e-02,+1.213e-01,+1.471e-01,+8.231e-02,+1.266e-01,+1.470e-01
25.419999,+8.887e-02,+1.218e-01,+1.458e-01,+8.180e-02,+1.268e-01,+1.472e-01
25.439999,+8.759e-02,+1.158e-01,+1.449e-01,+8.144e-02,+1.205e-01,+1.474e-01
25.449999,+9.318e-02,+1.187e-01,+1.442e-01,+8.117e-02,+1.169e-01,+1.475e-01
25.469999,+9.647e-02,+1.204e-01,+1.438e-01,+8.094e-02,+1.147e-01,+1.477e-01
25.489999,+9.204e-02,+1.214e-01,+1.434e-01,+8.074e-02,+1.198e-01,+1.478e-01
25.499999,+8.944e-02,+1.221e-01,+1.430e-01,+8.056e-02,+1.228e-01,+1.479e-01
25.509999,+9.429e-02,+1.226e-01,+1.491e-01,+8.039e-02,+1.245e-01,+1.481e-01
25.529999,+9.715e-02,+1.229e-01,+1.462e-01,+8.022e-02,+1.256e-01,+1.482e-01
25.539999,+9.887e-02,+1.232e-01,+1.444e-01,+8.006e-02,+1.263e-01,+1.483e-01
25.559999,+9.995e-02,+1.234e-01,+1.433e-01,+7.989e-02,+1.268e-01,+1.485e-01
25.569999,+1.007e-01,+1.237e-01,+1.490e-01,+7.973e-02,+1.271e-01,+1.486e-01
25.589999,+1.012e-01,+1.238e-01,+1.458e-01,+7.957e-02,+1.210e-01,+1.487e-01
25.599999,+1.016e-01,+1.240e-01,+1.439e-01,+7.941e-02,+1.238e-01,+1.489e-01
25.609999,+1.019e-01,+1.242e-01,+1.427e-01,+7.925e-02,+1.254e-01,+1.490e-01
25.629999,+1.021e-01,+1.244e-01,+1.419e-01,+7.910e-02,+1.265e-01,+1.491e-01
25.649999,+1.024e-01,+1.246e-01,+1.477e-01,+7.894e-02,+1.271e-01,+1.493e-01
25.659999,+1.026e-01,+1.248e-01,+1.511e-01,+7.878e-02,+1.276e-01,+1.494e-01
25.679999,+1.029e-01,+1.249e-01,+1.530e-01,+7.862e-02,+1.215e-01,+1.495e-01
25.689999,+1.031e-01,+1.187e-01,+1.542e-01,+7.846e-02,+1.180e-01,+1.496e-01
25.709999,+9.692e-02,+1.151e-01,+1.549e-01,+7.831e-02,+1.158e-01,+1.498e-01
25.729999,+9.332e-02,+1.193e-01,+1.554e-01,+7.815e-02,+1.145e-01,+1.499e-01
25.739999,+9.120e-02,+1.218e-01,+1.557e-01,+8.439e-02,+1.137e-01,+1.500e-01
25.759999,+8.991e-02,+1.233e-01,+1.559e-01,+8.806e-02,+1.131e-01,+1.502e-01
25.769999,+8.910e-02,+1.242e-01,+1.561e-01,+9.025e-02,+1.127e-01,+1.503e-01
25.789999,+8.856e-02,+1.184e-01,+1.562e-01,+9.160e-02,+1.123e-01,+1.504e-01
25.799999,+8.818e-02,+1.150e-01,+1.564e-01,+8.608e-02,+1.121e-01,+1.505e-01
25.809999,+8.789e-02,+1.130e-01,+1.565e-01,+8.286e-02,+1.118e-01,+1.507e-01
25.829999,+8.765e-02,+1.117e-01,+1.566e-01,+8.096e-02,+1.115e-01,+1.508e-01
25.849999,+8.743e-02,+1.109e-01,+1.568e-01,+7.981e-02,+1.113e-01,+1.509e-01
25.859999,+8.724e-02,+1.104e-01,+1.569e-01,+7.909e-02,+1.111e-01,+1.511e-01
25.879999,+8.705e-02,+1.100e-01,+1.570e-01,+7.861e-02,+1.109e-01,+1.512e-01
25.889999,+8.687e-02,+1.096e-01,+1.571e-01,+7.827e-02,+1.106e-01,+1.513e-01
25.909999,+8.669e-02,+1.094e-01,+1.572e-01,+7.800e-02,+1.104e-01,+1.514e-01
25.929999,+8.652e-02,+1.091e-01,+1.573e-01,+7.779e-02,+1.102e-01,+1.516e-01
25.939999,+8.634e-02,+1.089e-01,+1.574e-01,+7.760e-02,+1.100e-01,+1.517e-01
25.949999,+8.617e-02,+1.086e-01,+1.576e-01,+7.742e-02,+1.097e-01,+1.518e-01
25.969999,+8.599e-02,+1.084e-01,+1.577e-01,+7.726e-02,+1.095e-01,+1.519e-01
25.979999,+8.582e-02,+1.082e-01,+1.578e-01,+7.710e-02,+1.093e-01,+1.520e-01
25.999999,+8.565e-02,+1.080e-01,+1.579e-01,+8.334e-02,+1.091e-01,+1.522e-01
26.009999,+8.548e-02,+1.078e-01,+1.580e-01,+8.700e-02,+1.089e-01,+1.523e-01
26.029999,+9.171e-02,+1.075e-01,+1.581e-01,+8.920e-02,+1.087e-01,+1.524e-01
26.049999,+9.536e-02,+1.073e-01,+1.582e-01,+9.055e-02,+1.084e-01,+1.525e-01
26.059999,+9.753e-02,+1.071e-01,+1.583e-01,+9.143e-02,+1.082e-01,+1.463e-01
26.069999,+9.887e-02,+1.069e-01,+1.584e-01,+9.203e-02,+1.080e-01,+1.426e-01
26.089999,+9.973e-02,+1.067e-01,+1.586e-01,+9.248e-02,+1.078e-01,+1.403e-01
26.099999,+1.003e-01,+1.065e-01,+1.523e-01,+9.284e-02,+1.076e-01,+1.390e-01
26.119999,+1.008e-01,+1.063e-01,+1.486e-01,+9.315e-02,+1.138e-01,+1.380e-01
26.129999,+1.011e-01,+1.124e-01,+1.463e-01,+9.343e-02,+1.174e-01,+1.374e-01
26.149999,+1.014e-01,+1.161e-01,+1.449e-01,+9.369e-02,+1.195e-01,+1.369e-01
26.169999,+1.017e-01,+1.118e-01,+1.504e-01,+9.394e-02,+1.208e-01,+1.365e-01
26.179999,+1.019e-01,+1.093e-01,+1.536e-01,+9.419e-02,+1.216e-01,+1.426e-01
26.189999,+1.021e-01,+1.077e-01,+1.554e-01,+9.444e-02,+1.222e-01,+1.461e-01
26.209999,+1.024e-01,+1.068e-01,+1.565e-01,+9.468e-02,+1.225e-01,+1.482e-01
26.219999,+1.026e-01,+1.125e-01,+1.508e-01,+9.492e-02,+1.228e-01,+1.494e-01
26.239999,+1.028e-01,+1.159e-01,+1.474e-01,+9.516e-02,+1.167e-01,+1.501e-01
26.249999,+1.030e-01,+1.179e-01,+1.518e-01,+9.539e-02,+1.131e-01,+1.442e-01
26.269999,+1.033e-01,+1.191e-01,+1.543e-01,+9.563e-02,+1.109e-01,+1.471e-01
26.289999,+1.035e-01,+1.199e-01,+1.558e-01,+9.587e-02,+1.096e-01,+1.489e-01
26.299999,+9.731e-02,+1.204e-01,+1.567e-01,+9.610e-02,+1.088e-01,+1.499e-01
26.309999,+9.371e-02,+1.208e-01,+1.573e-01,+8.994e-02,+1.146e-01,+1.505e-01
26.329999,+9.158e-02,+1.211e-01,+1.576e-01,+8.636e-02,+1.180e-01,+1.509e-01
26.339999,+9.029e-02,+1.149e-01,+1.579e-01,+8.424e-02,+1.200e-01,+1.448e-01
26.349999,+8.948e-02,+1.113e-01,+1.581e-01,+8.297e-02,+1.213e-01,+1.412e-01
26.359999,+9.534e-02,+1.092e-01,+1.582e-01,+8.857e-02,+1.220e-01,+1.455e-01
26.369999,+9.878e-02,+1.079e-01,+1.584e-01,+9.187e-02,+1.226e-01,+1.479e-01
26.379999,+1.008e-01,+1.070e-01,+1.521e-01,+9.385e-02,+1.229e-01,+1.494e-01
26.399999,+9.570e-02,+1.065e-01,+1.548e-01,+9.508e-02,+1.232e-01,+1.503e-01
26.409999,+9.270e-02,+1.061e-01,+1.564e-01,+9.588e-02,+1.235e-01,+1.444e-01
26.429999,+9.091e-02,+1.057e-01,+1.573e-01,+9.644e-02,+1.237e-01,+1.410e-01
26.439999,+9.621e-02,+1.055e-01,+1.579e-01,+9.685e-02,+1.239e-01,+1.389e-01
26.459999,+9.933e-02,+1.052e-01,+1.583e-01,+9.719e-02,+1.241e-01,+1.440e-01
26.469999,+1.012e-01,+1.114e-01,+1.522e-01,+9.749e-02,+1.243e-01,+1.470e-01
26.489999,+1.024e-01,+1.150e-01,+1.486e-01,+9.775e-02,+1.244e-01,+1.423e-01
26.499999,+9.672e-02,+1.171e-01,+1.464e-01,+9.800e-02,+1.246e-01,+1.395e-01
26.519999,+9.343e-02,+1.184e-01,+1.450e-01,+9.185e-02,+1.248e-01,+1.378e-01
26.529999,+9.148e-02,+1.192e-01,+1.441e-01,+8.827e-02,+1.250e-01,+1.367e-01
26.549999,+9.029e-02,+1.198e-01,+1.435e-01,+8.615e-02,+1.252e-01,+1.360e-01
26.569999,+8.953e-02,+1.202e-01,+1.430e-01,+8.488e-02,+1.189e-01,+1.419e-01
26.579999,+8.903e-02,+1.205e-01,+1.426e-01,+8.408e-02,+1.217e-01,+1.389e-01
26.589999,+8.866e-02,+1.207e-01,+1.422e-01,+8.355e-02,+1.234e-01,+1.371e-01
26.609999,+8.838e-02,+1.209e-01,+1.419e-01,+8.318e-02,+1.244e-01,+1.359e-01
26.619999,+8.814e-02,+1.211e-01,+1.416e-01,+8.930e-02,+1.250e-01,+1.351e-01
26.639999,+8.793e-02,+1.213e-01,+1.413e-01,+9.288e-02,+1.255e-01,+1.410e-01
26.649999,+8.773e-02,+1.215e-01,+1.410e-01,+9.503e-02,+1.258e-01,+1.443e-01
26.669999,+9.395e-02,+1.217e-01,+1.407e-01,+9.635e-02,+1.197e-01,+1.463e-01
26.679999,+9.758e-02,+1.219e-01,+1.404e-01,+9.080e-02,+1.161e-01,+1.475e-01
26.689999,+9.975e-02,+1.221e-01,+1.402e-01,+8.757e-02,+1.203e-01,+1.483e-01
26.709999,+1.011e-01,+1.223e-01,+1.463e-01,+9.205e-02,+1.228e-01,+1.487e-01
26.729999,+9.554e-02,+1.225e-01,+1.498e-01,+9.471e-02,+1.243e-01,+1.491e-01
26.739999,+9.230e-02,+1.226e-01,+1.519e-01,+9.632e-02,+1.253e-01,+1.493e-01
26.759999,+9.678e-02,+1.228e-01,+1.531e-01,+9.734e-02,+1.259e-01,+1.495e-01
26.769999,+9.943e-02,+1.230e-01,+1.475e-01,+9.802e-02,+1.263e-01,+1.497e-01
26.779999,+1.010e-01,+1.232e-01,+1.441e-01,+9.211e-02,+1.266e-01,+1.498e-01
26.789999,+1.020e-01,+1.234e-01,+1.421e-01,+8.867e-02,+1.269e-01,+1.499e-01
26.809999,+1.027e-01,+1.236e-01,+1.408e-01,+8.663e-02,+1.271e-01,+1.501e-01
26.819999,+1.032e-01,+1.237e-01,+1.400e-01,+8.540e-02,+1.273e-01,+1.502e-01
26.829999,+9.716e-02,+1.239e-01,+1.394e-01,+8.463e-02,+1.275e-01,+1.503e-01
26.849999,+9.365e-02,+1.241e-01,+1.389e-01,+8.411e-02,+1.212e-01,+1.505e-01
26.859999,+9.157e-02,+1.179e-01,+1.385e-01,+8.375e-02,+1.176e-01,+1.506e-01
26.879999,+9.671e-02,+1.142e-01,+1.382e-01,+8.347e-02,+1.218e-01,+1.507e-01
26.889999,+9.973e-02,+1.121e-01,+1.379e-01,+8.324e-02,+1.243e-01,+1.508e-01
26.899999,+1.015e-01,+1.107e-01,+1.376e-01,+8.304e-02,+1.258e-01,+1.510e-01
26.919999,+9.628e-02,+1.099e-01,+1.373e-01,+8.285e-02,+1.267e-01,+1.511e-01
26.929999,+9.320e-02,+1.093e-01,+1.370e-01,+8.267e-02,+1.209e-01,+1.512e-01
26.949999,+9.137e-02,+1.089e-01,+1.368e-01,+8.250e-02,+1.175e-01,+1.514e-01
26.969999,+9.025e-02,+1.085e-01,+1.365e-01,+8.233e-02,+1.155e-01,+1.515e-01
26.979999,+8.953e-02,+1.083e-01,+1.362e-01,+8.216e-02,+1.142e-01,+1.516e-01
26.999999,+8.905e-02,+1.080e-01,+1.359e-01,+8.200e-02,+1.134e-01,+1.517e-01
27.009999,+8.869e-02,+1.142e-01,+1.421e-01,+8.183e-02,+1.129e-01,+1.519e-01
27.029999,+8.842e-02,+1.114e-01,+1.456e-01,+8.167e-02,+1.188e-01,+1.520e-01
27.049999,+8.818e-02,+1.097e-01,+1.477e-01,+8.151e-02,+1.223e-01,+1.521e-01
27.059999,+8.798e-02,+1.086e-01,+1.489e-01,+8.134e-02,+1.244e-01,+1.522e-01
27.069999,+8.778e-02,+1.143e-01,+1.497e-01,+8.118e-02,+1.256e-01,+1.523e-01
27.089999,+8.760e-02,+1.176e-01,+1.502e-01,+8.102e-02,+1.264e-01,+1.525e-01
27.099999,+8.741e-02,+1.196e-01,+1.505e-01,+8.086e-02,+1.269e-01,+1.526e-01
27.119999,+8.724e-02,+1.144e-01,+1.507e-01,+8.069e-02,+1.209e-01,+1.527e-01
27.129999,+8.706e-02,+1.178e-01,+1.509e-01,+8.053e-02,+1.174e-01,+1.528e-01
27.139999,+8.688e-02,+1.198e-01,+1.511e-01,+8.037e-02,+1.153e-01,+1.530e-01
27.159999,+8.671e-02,+1.210e-01,+1.512e-01,+8.021e-02,+1.140e-01,+1.531e-01
27.169999,+8.654e-02,+1.217e-01,+1.514e-01,+8.005e-02,+1.131e-01,+1.532e-01
27.189999,+8.636e-02,+1.223e-01,+1.515e-01,+7.989e-02,+1.126e-01,+1.533e-01
27.209999,+8.619e-02,+1.226e-01,+1.516e-01,+7.973e-02,+1.121e-01,+1.534e-01
27.219999,+8.602e-02,+1.229e-01,+1.518e-01,+7.957e-02,+1.118e-01,+1.536e-01
27.239999,+8.585e-02,+1.232e-01,+1.455e-01,+7.941e-02,+1.115e-01,+1.537e-01
27.249999,+8.567e-02,+1.234e-01,+1.418e-01,+7.925e-02,+1.113e-01,+1.538e-01
27.259999,+9.190e-02,+1.236e-01,+1.460e-01,+7.909e-02,+1.174e-01,+1.539e-01
27.279999,+9.555e-02,+1.238e-01,+1.484e-01,+7.894e-02,+1.146e-01,+1.541e-01
27.289999,+9.773e-02,+1.240e-01,+1.499e-01,+7.878e-02,+1.129e-01,+1.542e-01
27.309999,+9.907e-02,+1.242e-01,+1.507e-01,+7.862e-02,+1.118e-01,+1.543e-01
27.329999,+9.353e-02,+1.243e-01,+1.449e-01,+8.486e-02,+1.111e-01,+1.544e-01
27.339999,+9.669e-02,+1.245e-01,+1.414e-01,+8.853e-02,+1.170e-01,+1.545e-01
27.349999,+9.860e-02,+1.247e-01,+1.393e-01,+9.072e-02,+1.205e-01,+1.546e-01
27.369999,+9.978e-02,+1.249e-01,+1.380e-01,+9.207e-02,+1.225e-01,+1.548e-01
27.379999,+1.006e-01,+1.186e-01,+1.372e-01,+9.294e-02,+1.238e-01,+1.549e-01
27.399999,+1.011e-01,+1.150e-01,+1.366e-01,+9.354e-02,+1.245e-01,+1.550e-01
27.409999,+1.015e-01,+1.128e-01,+1.361e-01,+9.399e-02,+1.251e-01,+1.551e-01
27.429999,+1.018e-01,+1.179e-01,+1.357e-01,+9.435e-02,+1.254e-01,+1.552e-01
27.449999,+1.021e-01,+1.209e-01,+1.354e-01,+9.465e-02,+1.257e-01,+1.554e-01
27.459999,+1.024e-01,+1.226e-01,+1.351e-01,+9.493e-02,+1.196e-01,+1.555e-01
27.469999,+1.026e-01,+1.173e-01,+1.348e-01,+9.519e-02,+1.160e-01,+1.556e-01
27.489999,+9.643e-02,+1.142e-01,+1.345e-01,+9.544e-02,+1.138e-01,+1.557e-01
27.499999,+9.284e-02,+1.123e-01,+1.342e-01,+9.568e-02,+1.189e-01,+1.494e-01
27.519999,+9.071e-02,+1.112e-01,+1.340e-01,+9.592e-02,+1.219e-01,+1.457e-01
27.529999,+8.943e-02,+1.104e-01,+1.337e-01,+9.616e-02,+1.236e-01,+1.435e-01
27.549999,+9.502e-02,+1.163e-01,+1.334e-01,+9.000e-02,+1.247e-01,+1.421e-01
27.569999,+9.830e-02,+1.197e-01,+1.332e-01,+8.642e-02,+1.254e-01,+1.412e-01
27.579999,+1.003e-01,+1.217e-01,+1.329e-01,+8.430e-02,+1.259e-01,+1.405e-01
27.599999,+1.015e-01,+1.230e-01,+1.326e-01,+8.303e-02,+1.262e-01,+1.401e-01
27.609999,+9.588e-02,+1.237e-01,+1.324e-01,+8.223e-02,+1.265e-01,+1.397e-01
27.619999,+9.260e-02,+1.243e-01,+1.321e-01,+8.171e-02,+1.267e-01,+1.393e-01
27.639999,+9.706e-02,+1.182e-01,+1.318e-01,+8.774e-02,+1.205e-01,+1.390e-01
27.649999,+9.969e-02,+1.147e-01,+1.316e-01,+9.128e-02,+1.169e-01,+1.387e-01
27.659999,+1.013e-01,+1.126e-01,+1.313e-01,+9.340e-02,+1.147e-01,+1.384e-01
27.679999,+1.023e-01,+1.113e-01,+1.374e-01,+9.471e-02,+1.134e-01,+1.445e-01
27.689999,+9.657e-02,+1.105e-01,+1.410e-01,+9.556e-02,+1.125e-01,+1.481e-01
27.709999,+9.322e-02,+1.099e-01,+1.431e-01,+8.974e-02,+1.120e-01,+1.501e-01
27.729999,+9.764e-02,+1.095e-01,+1.443e-01,+8.635e-02,+1.179e-01,+1.514e-01
27.739999,+1.003e-01,+1.092e-01,+1.387e-01,+8.435e-02,+1.214e-01,+1.521e-01
27.759999,+1.018e-01,+1.153e-01,+1.354e-01,+8.314e-02,+1.235e-01,+1.526e-01
27.769999,+1.028e-01,+1.188e-01,+1.334e-01,+8.238e-02,+1.247e-01,+1.529e-01
27.779999,+1.035e-01,+1.209e-01,+1.321e-01,+8.188e-02,+1.191e-01,+1.532e-01
27.799999,+1.040e-01,+1.222e-01,+1.377e-01,+8.152e-02,+1.158e-01,+1.534e-01
27.809999,+1.043e-01,+1.230e-01,+1.409e-01,+8.125e-02,+1.138e-01,+1.535e-01
27.829999,+9.824e-02,+1.236e-01,+1.364e-01,+8.102e-02,+1.126e-01,+1.537e-01
27.849999,+9.468e-02,+1.240e-01,+1.338e-01,+8.083e-02,+1.118e-01,+1.538e-01
