Time (s),sf1,sf2,sf3,sf4,sf5,sf6
36.469999,+1.054e-01,+1.165e-01,+1.475e-01,+1.090e-01,+1.175e-01,+1.663e-01
36.489999,+9.937e-02,+1.176e-01,+1.461e-01,+1.092e-01,+1.178e-01,+1.667e-01
36.499999,+9.583e-02,+1.183e-01,+1.452e-01,+1.095e-01,+1.116e-01,+1.670e-01
36.519999,+9.374e-02,+1.188e-01,+1.509e-01,+1.097e-01,+1.080e-01,+1.672e-01
36.529999,+9.247e-02,+1.191e-01,+1.543e-01,+1.099e-01,+1.059e-01,+1.609e-01
36.539999,+9.806e-02,+1.194e-01,+1.562e-01,+1.037e-01,+1.046e-01,+1.572e-01
36.559999,+1.013e-01,+1.196e-01,+1.574e-01,+1.001e-01,+1.038e-01,+1.614e-01
36.569999,+1.033e-01,+1.199e-01,+1.581e-01,+9.793e-02,+1.032e-01,+1.638e-01
36.589999,+1.045e-01,+1.201e-01,+1.521e-01,+9.663e-02,+1.092e-01,+1.652e-01
36.609999,+1.053e-01,+1.203e-01,+1.486e-01,+9.581e-02,+1.127e-01,+1.661e-01
36.619999,+9.945e-02,+1.205e-01,+1.465e-01,+9.525e-02,+1.148e-01,+1.666e-01
36.629999,+1.024e-01,+1.206e-01,+1.451e-01,+9.486e-02,+1.160e-01,+1.669e-01
36.649999,+1.042e-01,+1.208e-01,+1.443e-01,+9.455e-02,+1.168e-01,+1.672e-01
36.659999,+1.053e-01,+1.146e-01,+1.436e-01,+9.430e-02,+1.110e-01,+1.673e-01
36.679999,+1.061e-01,+1.110e-01,+1.495e-01,+9.407e-02,+1.139e-01,+1.675e-01
36.689999,+1.066e-01,+1.088e-01,+1.530e-01,+9.386e-02,+1.157e-01,+1.676e-01
36.709999,+1.069e-01,+1.139e-01,+1.550e-01,+9.366e-02,+1.168e-01,+1.613e-01
36.719999,+1.073e-01,+1.169e-01,+1.498e-01,+9.347e-02,+1.175e-01,+1.640e-01
36.729999,+1.075e-01,+1.187e-01,+1.467e-01,+9.328e-02,+1.180e-01,+1.655e-01
36.749999,+1.078e-01,+1.197e-01,+1.448e-01,+9.309e-02,+1.184e-01,+1.665e-01
36.769999,+1.080e-01,+1.205e-01,+1.436e-01,+9.290e-02,+1.187e-01,+1.671e-01
36.779999,+1.082e-01,+1.209e-01,+1.428e-01,+9.271e-02,+1.189e-01,+1.674e-01
36.799999,+1.084e-01,+1.213e-01,+1.422e-01,+9.253e-02,+1.191e-01,+1.613e-01
36.809999,+1.022e-01,+1.216e-01,+1.417e-01,+9.234e-02,+1.193e-01,+1.576e-01
36.819999,+9.864e-02,+1.154e-01,+1.414e-01,+9.216e-02,+1.195e-01,+1.618e-01
36.839999,+1.029e-01,+1.118e-01,+1.410e-01,+9.197e-02,+1.197e-01,+1.643e-01
36.849999,+1.054e-01,+1.097e-01,+1.407e-01,+9.179e-02,+1.199e-01,+1.657e-01
36.869999,+1.070e-01,+1.083e-01,+1.468e-01,+9.160e-02,+1.201e-01,+1.665e-01
36.879999,+1.079e-01,+1.139e-01,+1.439e-01,+9.142e-02,+1.203e-01,+1.607e-01
36.889999,+1.086e-01,+1.171e-01,+1.422e-01,+9.124e-02,+1.205e-01,+1.572e-01
36.909999,+1.090e-01,+1.191e-01,+1.411e-01,+9.106e-02,+1.207e-01,+1.551e-01
36.929999,+1.094e-01,+1.203e-01,+1.403e-01,+9.087e-02,+1.145e-01,+1.601e-01
36.939999,+1.096e-01,+1.210e-01,+1.397e-01,+9.709e-02,+1.108e-01,+1.631e-01
36.959999,+1.099e-01,+1.151e-01,+1.393e-01,+1.007e-01,+1.151e-01,+1.648e-01
36.969999,+1.101e-01,+1.117e-01,+1.389e-01,+1.029e-01,+1.112e-01,+1.658e-01
36.979999,+1.104e-01,+1.096e-01,+1.386e-01,+1.042e-01,+1.152e-01,+1.664e-01
36.999999,+1.106e-01,+1.083e-01,+1.383e-01,+1.051e-01,+1.176e-01,+1.668e-01
37.009999,+1.108e-01,+1.075e-01,+1.380e-01,+9.925e-02,+1.191e-01,+1.671e-01
37.029999,+1.110e-01,+1.134e-01,+1.377e-01,+1.023e-01,+1.200e-01,+1.672e-01
37.049999,+1.112e-01,+1.168e-01,+1.375e-01,+1.041e-01,+1.206e-01,+1.674e-01
37.059999,+1.050e-01,+1.188e-01,+1.436e-01,+1.052e-01,+1.210e-01,+1.675e-01
37.069999,+1.014e-01,+1.200e-01,+1.471e-01,+1.059e-01,+1.213e-01,+1.676e-01
37.089999,+9.924e-02,+1.208e-01,+1.492e-01,+1.064e-01,+1.216e-01,+1.677e-01
37.099999,+9.794e-02,+1.213e-01,+1.504e-01,+1.068e-01,+1.154e-01,+1.678e-01
37.109999,+9.711e-02,+1.153e-01,+1.512e-01,+1.071e-01,+1.118e-01,+1.679e-01
37.119999,+9.656e-02,+1.118e-01,+1.517e-01,+1.074e-01,+1.097e-01,+1.680e-01
37.129999,+9.616e-02,+1.097e-01,+1.520e-01,+1.076e-01,+1.084e-01,+1.617e-01
37.139999,+9.585e-02,+1.148e-01,+1.522e-01,+1.015e-01,+1.075e-01,+1.580e-01
37.149999,+9.560e-02,+1.178e-01,+1.524e-01,+9.786e-02,+1.069e-01,+1.557e-01
37.169999,+9.537e-02,+1.196e-01,+1.526e-01,+9.572e-02,+1.065e-01,+1.543e-01
37.179999,+9.515e-02,+1.207e-01,+1.527e-01,+9.443e-02,+1.062e-01,+1.534e-01
37.199999,+9.495e-02,+1.214e-01,+1.529e-01,+9.361e-02,+1.123e-01,+1.591e-01
37.209999,+9.475e-02,+1.219e-01,+1.530e-01,+9.307e-02,+1.159e-01,+1.624e-01
37.219999,+9.456e-02,+1.222e-01,+1.467e-01,+9.268e-02,+1.180e-01,+1.643e-01
37.239999,+9.437e-02,+1.225e-01,+1.430e-01,+9.878e-02,+1.193e-01,+1.655e-01
37.249999,+9.418e-02,+1.227e-01,+1.408e-01,+1.023e-01,+1.201e-01,+1.598e-01
37.269999,+9.399e-02,+1.230e-01,+1.394e-01,+1.045e-01,+1.206e-01,+1.564e-01
37.289999,+9.380e-02,+1.232e-01,+1.385e-01,+1.058e-01,+1.146e-01,+1.607e-01
37.299999,+9.361e-02,+1.233e-01,+1.443e-01,+1.066e-01,+1.111e-01,+1.632e-01
37.319999,+9.343e-02,+1.235e-01,+1.476e-01,+1.072e-01,+1.090e-01,+1.647e-01
37.329999,+9.324e-02,+1.173e-01,+1.496e-01,+1.076e-01,+1.077e-01,+1.656e-01
37.349999,+9.305e-02,+1.137e-01,+1.507e-01,+1.079e-01,+1.069e-01,+1.661e-01
37.359999,+9.287e-02,+1.115e-01,+1.515e-01,+1.082e-01,+1.063e-01,+1.601e-01
37.369999,+9.268e-02,+1.102e-01,+1.519e-01,+1.084e-01,+1.059e-01,+1.565e-01
37.389999,+9.250e-02,+1.093e-01,+1.522e-01,+1.087e-01,+1.056e-01,+1.543e-01
37.409999,+9.213e-02,+1.186e-01,+1.527e-01,+1.091e-01,+1.051e-01,+1.585e-01
37.429999,+9.194e-02,+1.206e-01,+1.528e-01,+1.093e-01,+1.049e-01,+1.616e-01
37.449999,+9.176e-02,+1.218e-01,+1.466e-01,+1.095e-01,+1.046e-01,+1.635e-01
37.459999,+9.157e-02,+1.226e-01,+1.429e-01,+1.097e-01,+1.044e-01,+1.646e-01
37.479999,+9.121e-02,+1.235e-01,+1.393e-01,+1.102e-01,+1.040e-01,+1.554e-01
37.489999,+9.103e-02,+1.238e-01,+1.384e-01,+1.104e-01,+1.038e-01,+1.534e-01
37.499999,+9.724e-02,+1.240e-01,+1.377e-01,+1.106e-01,+1.036e-01,+1.521e-01
37.509999,+1.009e-01,+1.242e-01,+1.372e-01,+1.108e-01,+1.034e-01,+1.576e-01
37.529999,+1.030e-01,+1.244e-01,+1.369e-01,+1.046e-01,+1.096e-01,+1.544e-01
37.539999,+1.044e-01,+1.246e-01,+1.365e-01,+1.010e-01,+1.132e-01,+1.524e-01
37.559999,+9.883e-02,+1.248e-01,+1.426e-01,+9.884e-02,+1.153e-01,+1.512e-01
37.569999,+1.020e-01,+1.250e-01,+1.461e-01,+1.039e-01,+1.102e-01,+1.503e-01
37.589999,+1.039e-01,+1.251e-01,+1.482e-01,+1.069e-01,+1.072e-01,+1.561e-01
37.609999,+1.050e-01,+1.189e-01,+1.494e-01,+1.087e-01,+1.054e-01,+1.595e-01
37.619999,+1.058e-01,+1.153e-01,+1.502e-01,+1.098e-01,+1.043e-01,+1.550e-01
37.629999,+9.993e-02,+1.131e-01,+1.507e-01,+1.106e-01,+1.036e-01,+1.524e-01
37.649999,+1.009e-01,+1.173e-01,+1.512e-01,+1.114e-01,+1.027e-01,+1.497e-01
37.669999,+1.035e-01,+1.206e-01,+1.514e-01,+1.117e-01,+1.088e-01,+1.489e-01
37.679999,+1.050e-01,+1.225e-01,+1.516e-01,+1.120e-01,+1.124e-01,+1.484e-01
37.689999,+1.060e-01,+1.237e-01,+1.517e-01,+1.058e-01,+1.145e-01,+1.479e-01
37.709999,+1.003e-01,+1.180e-01,+1.519e-01,+1.022e-01,+1.158e-01,+1.476e-01
37.729999,+9.690e-02,+1.147e-01,+1.520e-01,+1.001e-01,+1.166e-01,+1.536e-01
37.739999,+9.490e-02,+1.191e-01,+1.521e-01,+9.879e-02,+1.171e-01,+1.571e-01
37.759999,+1.001e-01,+1.217e-01,+1.459e-01,+9.797e-02,+1.175e-01,+1.592e-01
37.769999,+1.031e-01,+1.232e-01,+1.422e-01,+9.741e-02,+1.115e-01,+1.604e-01
37.779999,+1.050e-01,+1.242e-01,+1.399e-01,+1.034e-01,+1.143e-01,+1.547e-01
37.799999,+1.061e-01,+1.248e-01,+1.386e-01,+1.069e-01,+1.160e-01,+1.513e-01
37.809999,+1.068e-01,+1.253e-01,+1.376e-01,+1.090e-01,+1.170e-01,+1.557e-01
37.829999,+1.073e-01,+1.192e-01,+1.370e-01,+1.103e-01,+1.177e-01,+1.582e-01
37.849999,+1.077e-01,+1.220e-01,+1.429e-01,+1.047e-01,+1.182e-01,+1.597e-01
37.859999,+1.080e-01,+1.237e-01,+1.464e-01,+1.014e-01,+1.121e-01,+1.606e-01
37.879999,+1.083e-01,+1.248e-01,+1.484e-01,+9.949e-02,+1.086e-01,+1.548e-01
37.889999,+1.086e-01,+1.254e-01,+1.496e-01,+9.830e-02,+1.065e-01,+1.513e-01
37.899999,+1.088e-01,+1.195e-01,+1.503e-01,+9.754e-02,+1.052e-01,+1.556e-01
37.919999,+1.090e-01,+1.160e-01,+1.444e-01,+9.702e-02,+1.044e-01,+1.581e-01
37.929999,+1.094e-01,+1.126e-01,+1.388e-01,+1.027e-01,+1.034e-01,+1.605e-01
37.949999,+1.096e-01,+1.118e-01,+1.375e-01,+1.063e-01,+1.031e-01,+1.610e-01
37.969999,+1.034e-01,+1.113e-01,+1.430e-01,+1.084e-01,+1.028e-01,+1.614e-01
37.979999,+9.984e-02,+1.108e-01,+1.462e-01,+1.097e-01,+1.026e-01,+1.616e-01
37.999999,+9.770e-02,+1.105e-01,+1.481e-01,+1.106e-01,+1.024e-01,+1.618e-01
38.009999,+9.640e-02,+1.102e-01,+1.492e-01,+1.111e-01,+1.021e-01,+1.619e-01
38.029999,+9.557e-02,+1.100e-01,+1.499e-01,+1.115e-01,+1.019e-01,+1.557e-01
38.049999,+1.010e-01,+1.159e-01,+1.507e-01,+1.121e-01,+1.015e-01,+1.497e-01
38.069999,+1.045e-01,+1.195e-01,+1.509e-01,+1.060e-01,+1.013e-01,+1.483e-01
38.089999,+1.066e-01,+1.216e-01,+1.511e-01,+1.024e-01,+1.011e-01,+1.474e-01
38.099999,+1.079e-01,+1.229e-01,+1.512e-01,+1.002e-01,+1.009e-01,+1.468e-01
38.119999,+1.087e-01,+1.237e-01,+1.514e-01,+9.893e-02,+1.071e-01,+1.463e-01
38.129999,+1.093e-01,+1.242e-01,+1.515e-01,+9.810e-02,+1.107e-01,+1.459e-01
38.149999,+1.100e-01,+1.249e-01,+1.416e-01,+9.715e-02,+1.142e-01,+1.452e-01
38.169999,+1.105e-01,+1.152e-01,+1.482e-01,+1.068e-01,+1.053e-01,+1.446e-01
38.189999,+1.108e-01,+1.130e-01,+1.496e-01,+1.089e-01,+1.098e-01,+1.507e-01
38.209999,+1.110e-01,+1.117e-01,+1.505e-01,+1.102e-01,+1.124e-01,+1.542e-01
38.219999,+1.112e-01,+1.109e-01,+1.510e-01,+1.110e-01,+1.140e-01,+1.562e-01
38.239999,+1.114e-01,+1.103e-01,+1.514e-01,+1.116e-01,+1.150e-01,+1.575e-01
38.249999,+1.116e-01,+1.163e-01,+1.517e-01,+1.120e-01,+1.092e-01,+1.582e-01
38.259999,+1.118e-01,+1.197e-01,+1.519e-01,+1.123e-01,+1.059e-01,+1.587e-01
38.279999,+1.120e-01,+1.218e-01,+1.457e-01,+1.126e-01,+1.039e-01,+1.590e-01
38.289999,+1.122e-01,+1.231e-01,+1.420e-01,+1.128e-01,+1.026e-01,+1.592e-01
38.309999,+1.124e-01,+1.174e-01,+1.398e-01,+1.131e-01,+1.018e-01,+1.594e-01
38.329999,+1.126e-01,+1.141e-01,+1.384e-01,+1.133e-01,+1.013e-01,+1.595e-01
38.339999,+1.128e-01,+1.122e-01,+1.439e-01,+1.135e-01,+1.009e-01,+1.597e-01
38.359999,+1.130e-01,+1.110e-01,+1.471e-01,+1.137e-01,+1.006e-01,+1.598e-01
38.369999,+1.132e-01,+1.102e-01,+1.490e-01,+1.139e-01,+1.067e-01,+1.599e-01
38.379999,+1.070e-01,+1.096e-01,+1.501e-01,+1.141e-01,+1.039e-01,+1.536e-01
38.399999,+1.034e-01,+1.092e-01,+1.508e-01,+1.143e-01,+1.022e-01,+1.499e-01
38.409999,+1.013e-01,+1.089e-01,+1.512e-01,+1.145e-01,+1.012e-01,+1.477e-01
38.429999,+9.914e-02,+1.084e-01,+1.518e-01,+1.149e-01,+1.000e-01,+1.453e-01
38.449999,+9.858e-02,+1.145e-01,+1.455e-01,+1.087e-01,+1.061e-01,+1.447e-01
38.459999,+9.818e-02,+1.181e-01,+1.419e-01,+1.051e-01,+1.096e-01,+1.506e-01
38.479999,+1.043e-01,+1.203e-01,+1.397e-01,+1.029e-01,+1.117e-01,+1.540e-01
38.489999,+1.078e-01,+1.215e-01,+1.383e-01,+1.080e-01,+1.130e-01,+1.560e-01
38.509999,+1.099e-01,+1.224e-01,+1.374e-01,+1.110e-01,+1.138e-01,+1.572e-01
38.519999,+1.112e-01,+1.229e-01,+1.368e-01,+1.128e-01,+1.143e-01,+1.515e-01
38.529999,+1.121e-01,+1.233e-01,+1.363e-01,+1.139e-01,+1.147e-01,+1.482e-01
38.549999,+1.126e-01,+1.236e-01,+1.359e-01,+1.146e-01,+1.151e-01,+1.461e-01
38.569999,+1.130e-01,+1.238e-01,+1.356e-01,+1.151e-01,+1.153e-01,+1.512e-01
38.579999,+1.133e-01,+1.240e-01,+1.353e-01,+1.090e-01,+1.155e-01,+1.542e-01
38.599999,+1.136e-01,+1.243e-01,+1.350e-01,+1.055e-01,+1.158e-01,+1.559e-01
38.609999,+1.141e-01,+1.182e-01,+1.408e-01,+1.021e-01,+1.060e-01,+1.576e-01
38.629999,+1.143e-01,+1.146e-01,+1.443e-01,+1.013e-01,+1.038e-01,+1.580e-01
38.649999,+1.145e-01,+1.124e-01,+1.464e-01,+1.008e-01,+1.025e-01,+1.583e-01
38.659999,+1.147e-01,+1.111e-01,+1.477e-01,+1.004e-01,+1.017e-01,+1.585e-01
38.679999,+1.149e-01,+1.102e-01,+1.484e-01,+1.001e-01,+1.011e-01,+1.587e-01
38.689999,+1.151e-01,+1.161e-01,+1.425e-01,+1.062e-01,+1.071e-01,+1.588e-01
38.699999,+1.089e-01,+1.195e-01,+1.390e-01,+1.098e-01,+1.106e-01,+1.526e-01
38.719999,+1.117e-01,+1.215e-01,+1.369e-01,+1.119e-01,+1.127e-01,+1.489e-01
38.729999,+1.133e-01,+1.227e-01,+1.356e-01,+1.132e-01,+1.139e-01,+1.530e-01
38.749999,+1.144e-01,+1.235e-01,+1.348e-01,+1.076e-01,+1.148e-01,+1.554e-01
38.759999,+1.150e-01,+1.240e-01,+1.341e-01,+1.044e-01,+1.153e-01,+1.569e-01
38.769999,+1.155e-01,+1.244e-01,+1.401e-01,+1.024e-01,+1.157e-01,+1.577e-01
38.789999,+1.095e-01,+1.247e-01,+1.435e-01,+1.012e-01,+1.160e-01,+1.583e-01
38.809999,+1.059e-01,+1.249e-01,+1.455e-01,+1.004e-01,+1.163e-01,+1.586e-01
38.819999,+1.038e-01,+1.187e-01,+1.468e-01,+9.993e-02,+1.165e-01,+1.589e-01
38.839999,+1.025e-01,+1.151e-01,+1.475e-01,+9.954e-02,+1.167e-01,+1.591e-01
38.849999,+1.017e-01,+1.129e-01,+1.480e-01,+9.924e-02,+1.105e-01,+1.592e-01
38.859999,+1.012e-01,+1.116e-01,+1.483e-01,+9.898e-02,+1.069e-01,+1.594e-01
38.879999,+1.008e-01,+1.172e-01,+1.486e-01,+9.875e-02,+1.048e-01,+1.595e-01
38.889999,+1.068e-01,+1.204e-01,+1.487e-01,+9.853e-02,+1.098e-01,+1.596e-01
38.909999,+1.104e-01,+1.223e-01,+1.425e-01,+1.047e-01,+1.128e-01,+1.597e-01
38.929999,+1.138e-01,+1.242e-01,+1.366e-01,+1.105e-01,+1.157e-01,+1.599e-01
38.949999,+1.146e-01,+1.247e-01,+1.353e-01,+1.118e-01,+1.164e-01,+1.600e-01
38.969999,+1.156e-01,+1.152e-01,+1.337e-01,+1.132e-01,+1.070e-01,+1.500e-01
38.989999,+1.159e-01,+1.194e-01,+1.333e-01,+1.136e-01,+1.114e-01,+1.542e-01
39.009999,+1.161e-01,+1.220e-01,+1.329e-01,+1.139e-01,+1.139e-01,+1.566e-01
39.019999,+1.164e-01,+1.235e-01,+1.326e-01,+1.142e-01,+1.155e-01,+1.580e-01
39.029999,+1.166e-01,+1.244e-01,+1.323e-01,+1.144e-01,+1.164e-01,+1.589e-01
39.049999,+1.168e-01,+1.250e-01,+1.320e-01,+1.146e-01,+1.171e-01,+1.594e-01
39.059999,+1.170e-01,+1.255e-01,+1.317e-01,+1.149e-01,+1.175e-01,+1.598e-01
39.079999,+1.172e-01,+1.258e-01,+1.314e-01,+1.087e-01,+1.179e-01,+1.600e-01
39.089999,+1.176e-01,+1.263e-01,+1.411e-01,+1.131e-01,+1.145e-01,+1.604e-01
39.109999,+1.114e-01,+1.265e-01,+1.432e-01,+1.141e-01,+1.162e-01,+1.541e-01
39.129999,+1.141e-01,+1.266e-01,+1.380e-01,+1.148e-01,+1.173e-01,+1.504e-01
39.139999,+1.158e-01,+1.268e-01,+1.350e-01,+1.153e-01,+1.180e-01,+1.546e-01
39.159999,+1.168e-01,+1.270e-01,+1.331e-01,+1.156e-01,+1.184e-01,+1.570e-01
39.169999,+1.175e-01,+1.272e-01,+1.320e-01,+1.159e-01,+1.188e-01,+1.584e-01
39.179999,+1.180e-01,+1.274e-01,+1.312e-01,+1.098e-01,+1.191e-01,+1.593e-01
39.199999,+1.183e-01,+1.275e-01,+1.306e-01,+1.126e-01,+1.193e-01,+1.534e-01
39.209999,+1.186e-01,+1.277e-01,+1.302e-01,+1.143e-01,+1.195e-01,+1.563e-01
39.219999,+1.188e-01,+1.279e-01,+1.299e-01,+1.153e-01,+1.197e-01,+1.581e-01
39.239999,+1.191e-01,+1.280e-01,+1.295e-01,+1.160e-01,+1.135e-01,+1.591e-01
39.249999,+1.193e-01,+1.282e-01,+1.293e-01,+1.165e-01,+1.099e-01,+1.597e-01
39.259999,+1.195e-01,+1.284e-01,+1.290e-01,+1.168e-01,+1.077e-01,+1.601e-01
39.279999,+1.133e-01,+1.286e-01,+1.287e-01,+1.107e-01,+1.064e-01,+1.604e-01
39.289999,+1.096e-01,+1.287e-01,+1.284e-01,+1.071e-01,+1.056e-01,+1.606e-01
39.309999,+1.075e-01,+1.225e-01,+1.282e-01,+1.050e-01,+1.050e-01,+1.608e-01
39.329999,+1.155e-01,+1.167e-01,+1.277e-01,+1.093e-01,+1.043e-01,+1.610e-01
39.349999,+1.173e-01,+1.217e-01,+1.274e-01,+1.125e-01,+1.104e-01,+1.611e-01
39.369999,+1.184e-01,+1.247e-01,+1.272e-01,+1.145e-01,+1.140e-01,+1.549e-01
39.379999,+1.191e-01,+1.201e-01,+1.333e-01,+1.093e-01,+1.161e-01,+1.575e-01
39.399999,+1.132e-01,+1.173e-01,+1.369e-01,+1.062e-01,+1.174e-01,+1.591e-01
39.409999,+1.161e-01,+1.157e-01,+1.390e-01,+1.044e-01,+1.182e-01,+1.601e-01
39.419999,+1.179e-01,+1.146e-01,+1.402e-01,+1.032e-01,+1.187e-01,+1.607e-01
39.439999,+1.190e-01,+1.203e-01,+1.346e-01,+1.025e-01,+1.191e-01,+1.610e-01
39.449999,+1.197e-01,+1.236e-01,+1.313e-01,+1.020e-01,+1.194e-01,+1.613e-01
39.459999,+1.201e-01,+1.256e-01,+1.357e-01,+1.016e-01,+1.197e-01,+1.615e-01
39.479999,+1.205e-01,+1.268e-01,+1.383e-01,+1.013e-01,+1.135e-01,+1.616e-01
39.489999,+1.144e-01,+1.212e-01,+1.398e-01,+1.011e-01,+1.099e-01,+1.618e-01
39.509999,+1.108e-01,+1.178e-01,+1.407e-01,+1.008e-01,+1.078e-01,+1.619e-01
39.529999,+1.087e-01,+1.159e-01,+1.413e-01,+1.006e-01,+1.064e-01,+1.620e-01
39.539999,+1.129e-01,+1.138e-01,+1.420e-01,+1.002e-01,+1.050e-01,+1.622e-01
39.559999,+1.162e-01,+1.133e-01,+1.422e-01,+9.999e-02,+1.046e-01,+1.623e-01
39.569999,+1.181e-01,+1.129e-01,+1.424e-01,+1.062e-01,+1.043e-01,+1.624e-01
39.579999,+1.129e-01,+1.125e-01,+1.426e-01,+1.034e-01,+1.104e-01,+1.625e-01
39.589999,+1.098e-01,+1.123e-01,+1.428e-01,+1.017e-01,+1.076e-01,+1.626e-01
39.599999,+1.080e-01,+1.120e-01,+1.429e-01,+1.007e-01,+1.059e-01,+1.627e-01
39.609999,+1.068e-01,+1.118e-01,+1.430e-01,+1.000e-01,+1.048e-01,+1.628e-01
39.629999,+1.061e-01,+1.115e-01,+1.432e-01,+9.955e-02,+1.105e-01,+1.629e-01
39.649999,+1.056e-01,+1.113e-01,+1.433e-01,+9.919e-02,+1.139e-01,+1.631e-01
39.659999,+1.052e-01,+1.111e-01,+1.435e-01,+9.891e-02,+1.159e-01,+1.632e-01
39.669999,+1.049e-01,+1.108e-01,+1.436e-01,+9.866e-02,+1.171e-01,+1.633e-01
39.689999,+1.046e-01,+1.106e-01,+1.438e-01,+1.048e-01,+1.178e-01,+1.634e-01
39.699999,+1.044e-01,+1.104e-01,+1.439e-01,+1.084e-01,+1.184e-01,+1.635e-01
39.719999,+1.106e-01,+1.102e-01,+1.440e-01,+1.042e-01,+1.187e-01,+1.636e-01
39.729999,+1.142e-01,+1.100e-01,+1.442e-01,+1.017e-01,+1.190e-01,+1.637e-01
39.739999,+1.163e-01,+1.097e-01,+1.443e-01,+1.002e-01,+1.193e-01,+1.638e-01
39.759999,+1.176e-01,+1.095e-01,+1.445e-01,+9.920e-02,+1.195e-01,+1.639e-01
39.769999,+1.184e-01,+1.093e-01,+1.446e-01,+9.858e-02,+1.197e-01,+1.640e-01
39.779999,+1.126e-01,+1.091e-01,+1.447e-01,+9.814e-02,+1.199e-01,+1.641e-01
39.799999,+1.092e-01,+1.089e-01,+1.449e-01,+9.780e-02,+1.201e-01,+1.642e-01
39.809999,+1.135e-01,+1.086e-01,+1.450e-01,+9.753e-02,+1.203e-01,+1.643e-01
39.829999,+1.161e-01,+1.084e-01,+1.452e-01,+9.729e-02,+1.141e-01,+1.644e-01
39.849999,+1.176e-01,+1.082e-01,+1.453e-01,+9.707e-02,+1.105e-01,+1.645e-01
39.859999,+1.186e-01,+1.144e-01,+1.454e-01,+9.686e-02,+1.083e-01,+1.646e-01
39.879999,+1.128e-01,+1.180e-01,+1.456e-01,+9.666e-02,+1.070e-01,+1.647e-01
39.889999,+1.094e-01,+1.201e-01,+1.457e-01,+9.646e-02,+1.061e-01,+1.648e-01
39.899999,+1.074e-01,+1.214e-01,+1.458e-01,+9.626e-02,+1.056e-01,+1.649e-01
39.919999,+1.062e-01,+1.222e-01,+1.460e-01,+9.607e-02,+1.052e-01,+1.650e-01
39.929999,+1.054e-01,+1.228e-01,+1.461e-01,+9.588e-02,+1.048e-01,+1.650e-01
39.949999,+1.048e-01,+1.232e-01,+1.462e-01,+9.569e-02,+1.046e-01,+1.651e-01
39.969999,+1.044e-01,+1.235e-01,+1.464e-01,+9.549e-02,+1.107e-01,+1.652e-01
39.979999,+1.041e-01,+1.237e-01,+1.465e-01,+9.530e-02,+1.143e-01,+1.653e-01
39.989999,+1.038e-01,+1.239e-01,+1.467e-01,+9.511e-02,+1.164e-01,+1.654e-01
40.009999,+1.100e-01,+1.241e-01,+1.468e-01,+9.492e-02,+1.177e-01,+1.655e-01
40.019999,+1.136e-01,+1.243e-01,+1.469e-01,+1.011e-01,+1.185e-01,+1.656e-01
40.029999,+1.157e-01,+1.181e-01,+1.471e-01,+1.048e-01,+1.191e-01,+1.657e-01
40.039999,+1.170e-01,+1.145e-01,+1.472e-01,+1.069e-01,+1.131e-01,+1.658e-01
40.049999,+1.178e-01,+1.123e-01,+1.409e-01,+1.082e-01,+1.096e-01,+1.659e-01
40.069999,+1.184e-01,+1.174e-01,+1.372e-01,+1.091e-01,+1.075e-01,+1.596e-01
40.089999,+1.191e-01,+1.157e-01,+1.336e-01,+1.101e-01,+1.118e-01,+1.536e-01
40.109999,+1.193e-01,+1.130e-01,+1.327e-01,+1.104e-01,+1.150e-01,+1.522e-01
40.129999,+1.198e-01,+1.205e-01,+1.317e-01,+1.109e-01,+1.182e-01,+1.506e-01
40.149999,+1.200e-01,+1.222e-01,+1.313e-01,+1.111e-01,+1.189e-01,+1.501e-01
40.169999,+1.140e-01,+1.239e-01,+1.306e-01,+1.116e-01,+1.096e-01,+1.557e-01
40.189999,+1.167e-01,+1.243e-01,+1.304e-01,+1.118e-01,+1.075e-01,+1.592e-01
40.209999,+1.194e-01,+1.185e-01,+1.298e-01,+1.122e-01,+1.055e-01,+1.625e-01
40.229999,+1.201e-01,+1.149e-01,+1.296e-01,+1.124e-01,+1.049e-01,+1.632e-01
40.239999,+1.206e-01,+1.128e-01,+1.357e-01,+1.126e-01,+1.109e-01,+1.636e-01
40.249999,+1.209e-01,+1.179e-01,+1.393e-01,+1.128e-01,+1.144e-01,+1.639e-01
40.259999,+1.212e-01,+1.208e-01,+1.349e-01,+1.130e-01,+1.165e-01,+1.642e-01
40.279999,+1.150e-01,+1.226e-01,+1.324e-01,+1.132e-01,+1.177e-01,+1.643e-01
40.289999,+1.114e-01,+1.237e-01,+1.308e-01,+1.134e-01,+1.121e-01,+1.645e-01
40.299999,+1.157e-01,+1.244e-01,+1.298e-01,+1.136e-01,+1.089e-01,+1.582e-01
40.319999,+1.182e-01,+1.249e-01,+1.291e-01,+1.138e-01,+1.069e-01,+1.609e-01
40.329999,+1.197e-01,+1.252e-01,+1.286e-01,+1.140e-01,+1.057e-01,+1.624e-01
40.339999,+1.206e-01,+1.255e-01,+1.282e-01,+1.078e-01,+1.049e-01,+1.634e-01
40.349999,+1.212e-01,+1.257e-01,+1.279e-01,+1.042e-01,+1.044e-01,+1.640e-01
40.369999,+1.117e-01,+1.261e-01,+1.273e-01,+1.007e-01,+1.037e-01,+1.646e-01
40.389999,+1.097e-01,+1.263e-01,+1.270e-01,+9.989e-02,+1.034e-01,+1.648e-01
