Time (s),CPG0 (User unit),CPG1 (User unit),Z_POS (Meters),CL0 (Degrees),FL0 (Degrees),TL0 (Degrees),ACT0 (User unit),ACT1 (User unit)
35.449999,-6.214e-01,+8.776e-01,-1.877e+00,+2.102e+00,+1.984e+00,+2.154e+00,Null,Null
35.459999,-5.656e-01,+8.804e-01,-1.894e+00,+2.100e+00,+1.984e+00,+2.150e+00,Null,Null
35.469999,Null,Null,-1.927e+00,+2.099e+00,+1.983e+00,+2.148e+00,Null,Null
35.479999,-5.110e-01,+8.777e-01,-1.926e+00,+2.090e+00,+1.982e+00,+2.117e+00,Null,Null
35.489999,Null,Null,-1.925e+00,+2.084e+00,+1.982e+00,+2.091e+00,Null,Null
35.499999,-4.440e-01,+8.767e-01,-1.925e+00,+2.071e+00,+1.985e+00,+2.041e+00,Null,Null
35.509999,Null,Null,-1.925e+00,+2.063e+00,+1.985e+00,+1.998e+00,Null,Null
35.519999,-3.504e-01,+8.769e-01,-1.925e+00,+2.046e+00,+1.985e+00,+1.947e+00,Null,Null
35.529999,Null,Null,-1.925e+00,+2.032e+00,+1.984e+00,+1.904e+00,Null,Null
35.539999,-2.307e-01,+8.707e-01,-1.925e+00,+1.997e+00,+1.985e+00,+1.859e+00,Null,Null
35.549999,Null,Null,-1.925e+00,+1.965e+00,+1.986e+00,+1.820e+00,Null,Null
35.559999,-6.895e-02,+8.601e-01,-1.925e+00,+1.925e+00,+2.005e+00,+1.798e+00,Null,Null
35.569999,+1.532e-01,+8.436e-01,-1.889e+00,+1.974e+00,+1.990e+00,+1.833e+00,Null,Null
35.579999,Null,Null,-1.832e+00,+2.029e+00,+1.986e+00,+1.890e+00,Null,Null
35.589999,+4.307e-01,+8.171e-01,-1.747e+00,+2.116e+00,+1.984e+00,+1.969e+00,Null,Null
35.599999,Null,Null,-1.630e+00,+2.199e+00,+1.984e+00,+2.035e+00,Null,Null
35.609999,+6.868e-01,+7.753e-01,-1.530e+00,+2.254e+00,+1.984e+00,+2.084e+00,Null,Null
35.619999,Null,Null,-1.454e+00,+2.297e+00,+1.984e+00,+2.124e+00,Null,Null
35.629999,+8.302e-01,+7.179e-01,-1.401e+00,+2.323e+00,+1.984e+00,+2.156e+00,Null,Null
35.639999,+8.794e-01,+6.543e-01,-1.368e+00,+2.332e+00,+1.984e+00,+2.181e+00,Null,Null
35.649999,Null,Null,-1.341e+00,+2.339e+00,+1.984e+00,+2.201e+00,Null,Null
35.659999,+8.905e-01,+5.915e-01,-1.326e+00,+2.333e+00,+1.984e+00,+2.218e+00,Null,Null
35.669999,Null,Null,-1.321e+00,+2.327e+00,+1.984e+00,+2.231e+00,Null,Null
35.679999,+8.901e-01,+5.291e-01,-1.322e+00,+2.320e+00,+1.984e+00,+2.248e+00,Null,Null
35.689999,Null,Null,-1.329e+00,+2.314e+00,+1.984e+00,+2.260e+00,Null,Null
35.699999,+8.863e-01,+4.633e-01,-1.344e+00,+2.309e+00,+1.984e+00,+2.276e+00,Null,Null
35.709999,Null,Null,-1.369e+00,+2.306e+00,+1.984e+00,+2.289e+00,Null,Null
35.719999,+8.811e-01,+3.889e-01,-1.410e+00,+2.300e+00,+1.984e+00,+2.302e+00,Null,Null
35.729999,Null,Null,-1.469e+00,+2.295e+00,+1.984e+00,+2.313e+00,Null,Null
35.739999,+8.746e-01,+2.984e-01,-1.538e+00,+2.283e+00,+1.984e+00,+2.320e+00,Null,Null
35.749999,Null,Null,-1.613e+00,+2.274e+00,+1.984e+00,+2.326e+00,Null,Null
35.759999,+8.663e-01,+1.808e-01,-1.693e+00,+2.259e+00,+1.984e+00,+2.324e+00,Null,Null
35.769999,Null,Null,-1.773e+00,+2.245e+00,+1.983e+00,+2.323e+00,Null,Null
35.779999,+8.547e-01,+2.054e-02,-1.846e+00,+2.224e+00,+1.984e+00,+2.308e+00,Null,Null
35.789999,+8.374e-01,-1.979e-01,-1.910e+00,+2.195e+00,+1.984e+00,+2.273e+00,Null,Null
35.799999,Null,Null,-1.930e+00,+2.189e+00,+1.982e+00,+2.243e+00,Null,Null
35.809999,+7.826e-01,-4.293e-01,-1.927e+00,+2.165e+00,+1.981e+00,+2.187e+00,Null,Null
35.819999,Null,Null,-1.926e+00,+2.141e+00,+1.983e+00,+2.137e+00,Null,Null
35.829999,+6.666e-01,-5.707e-01,-1.925e+00,+2.114e+00,+1.984e+00,+2.084e+00,Null,Null
35.839999,Null,Null,-1.925e+00,+2.092e+00,+1.984e+00,+2.041e+00,Null,Null
35.849999,+4.786e-01,-6.334e-01,-1.925e+00,+2.065e+00,+1.984e+00,+2.000e+00,Null,Null
35.859999,Null,Null,-1.925e+00,+2.039e+00,+1.984e+00,+1.966e+00,Null,Null
35.869999,+1.255e-01,-6.143e-01,-1.925e+00,+2.014e+00,+1.984e+00,+1.950e+00,Null,Null
35.879999,-3.031e-01,-5.844e-01,-1.921e+00,+2.043e+00,+1.984e+00,+1.982e+00,Null,Null
35.889999,Null,Null,-1.913e+00,+2.081e+00,+1.984e+00,+2.024e+00,Null,Null
35.899999,-7.732e-01,-4.051e-01,-1.899e+00,+2.154e+00,+1.984e+00,+2.092e+00,Null,Null
35.909999,Null,Null,-1.892e+00,+2.217e+00,+1.984e+00,+2.151e+00,Null,Null
35.919999,-9.063e-01,-8.171e-02,-1.898e+00,+2.263e+00,+1.984e+00,+2.197e+00,Null,Null
35.929999,Null,Null,-1.916e+00,+2.300e+00,+1.984e+00,+2.234e+00,Null,Null
35.939999,-8.671e-01,+1.973e-01,-1.926e+00,+2.321e+00,+1.983e+00,+2.253e+00,Null,Null
35.949999,Null,Null,-1.925e+00,+2.336e+00,+1.981e+00,+2.270e+00,Null,Null
35.959999,-8.553e-01,+4.029e-01,-1.925e+00,+2.339e+00,+1.980e+00,+2.278e+00,Null,Null
35.969999,Null,Null,-1.925e+00,+2.340e+00,+1.980e+00,+2.286e+00,Null,Null
35.979999,-8.141e-01,+6.180e-01,-1.925e+00,+2.340e+00,+1.981e+00,+2.294e+00,Null,Null
35.989999,Null,Null,-1.918e+00,+2.339e+00,+1.982e+00,+2.301e+00,Null,Null
35.999999,-7.564e-01,+7.835e-01,-1.886e+00,+2.345e+00,+1.982e+00,+2.304e+00,Null,Null
36.009999,-6.923e-01,+8.572e-01,-1.843e+00,+2.351e+00,+1.982e+00,+2.304e+00,Null,Null
36.019999,Null,Null,-1.803e+00,+2.357e+00,+1.984e+00,+2.304e+00,Null,Null
36.029999,-6.214e-01,+8.837e-01,-1.774e+00,+2.360e+00,+1.984e+00,+2.302e+00,Null,Null
36.039999,Null,Null,-1.760e+00,+2.362e+00,+1.984e+00,+2.301e+00,Null,Null
36.049999,-5.518e-01,+8.875e-01,-1.760e+00,+2.357e+00,+1.984e+00,+2.299e+00,Null,Null
36.059999,Null,Null,-1.773e+00,+2.352e+00,+1.984e+00,+2.298e+00,Null,Null
36.069999,-4.965e-01,+8.786e-01,-1.801e+00,+2.342e+00,+1.984e+00,+2.300e+00,Null,Null
36.079999,Null,Null,-1.843e+00,+2.332e+00,+1.984e+00,+2.301e+00,Null,Null
36.089999,-4.325e-01,+8.745e-01,-1.896e+00,+2.321e+00,+1.984e+00,+2.307e+00,Null,Null
36.099999,-3.593e-01,+8.687e-01,-1.931e+00,+2.314e+00,+1.982e+00,+2.315e+00,Null,Null
36.109999,-2.698e-01,+8.614e-01,-1.927e+00,+2.302e+00,+1.980e+00,+2.321e+00,Null,Null
36.119999,-1.261e-01,+8.595e-01,-1.925e+00,+2.306e+00,+1.981e+00,+2.336e+00,Null,Null
36.129999,Null,Null,-1.925e+00,+2.309e+00,+1.984e+00,+2.349e+00,Null,Null
36.139999,+7.378e-02,+8.478e-01,-1.917e+00,+2.336e+00,+1.984e+00,+2.360e+00,Null,Null
36.149999,Null,Null,-1.912e+00,+2.360e+00,+1.984e+00,+2.368e+00,Null,Null
36.159999,+3.369e-01,+8.263e-01,-1.926e+00,+2.377e+00,+1.983e+00,+2.362e+00,Null,Null
36.169999,Null,Null,-1.925e+00,+2.390e+00,+1.982e+00,+2.357e+00,Null,Null
36.179999,+5.940e-01,+7.794e-01,-1.925e+00,+2.399e+00,+1.979e+00,+2.347e+00,Null,Null
36.189999,+7.758e-01,+7.197e-01,-1.925e+00,+2.397e+00,+1.979e+00,+2.337e+00,Null,Null
36.199999,Null,Null,-1.925e+00,+2.393e+00,+1.979e+00,+2.328e+00,Null,Null
36.209999,+8.567e-01,+6.493e-01,-1.925e+00,+2.383e+00,+1.979e+00,+2.321e+00,Null,Null
36.219999,Null,Null,-1.925e+00,+2.375e+00,+1.980e+00,+2.315e+00,Null,Null
36.229999,+8.813e-01,+5.753e-01,-1.925e+00,+2.372e+00,+1.980e+00,+2.311e+00,Null,Null
36.239999,Null,Null,-1.924e+00,+2.368e+00,+1.983e+00,+2.308e+00,Null,Null
36.249999,+8.864e-01,+5.144e-01,-1.906e+00,+2.368e+00,+1.984e+00,+2.307e+00,Null,Null
36.259999,Null,Null,-1.871e+00,+2.368e+00,+1.984e+00,+2.305e+00,Null,Null
36.269999,+8.843e-01,+4.477e-01,-1.833e+00,+2.367e+00,+1.984e+00,+2.304e+00,Null,Null
36.279999,Null,Null,-1.801e+00,+2.367e+00,+1.984e+00,+2.302e+00,Null,Null
36.289999,+8.794e-01,+3.705e-01,-1.783e+00,+2.360e+00,+1.984e+00,+2.301e+00,Null,Null
36.299999,+8.728e-01,+2.751e-01,-1.782e+00,+2.348e+00,+1.984e+00,+2.302e+00,Null,Null
36.309999,Null,Null,-1.790e+00,+2.338e+00,+1.984e+00,+2.304e+00,Null,Null
36.319999,+8.640e-01,+1.495e-01,-1.807e+00,+2.327e+00,+1.984e+00,+2.309e+00,Null,Null
36.329999,Null,Null,-1.832e+00,+2.318e+00,+1.984e+00,+2.314e+00,Null,Null
36.339999,+8.512e-01,-2.316e-02,-1.866e+00,+2.307e+00,+1.984e+00,+2.322e+00,Null,Null
36.349999,Null,Null,-1.890e+00,+2.298e+00,+1.984e+00,+2.328e+00,Null,Null
36.359999,+8.319e-01,-2.549e-01,-1.905e+00,+2.286e+00,+1.984e+00,+2.332e+00,Null,Null
36.369999,+8.012e-01,-5.219e-01,-1.905e+00,+2.267e+00,+1.983e+00,+2.330e+00,Null,Null
36.379999,Null,Null,-1.887e+00,+2.251e+00,+1.983e+00,+2.328e+00,Null,Null
36.389999,+7.549e-01,-7.368e-01,-1.864e+00,+2.228e+00,+1.984e+00,+2.311e+00,Null,Null
36.399999,Null,Null,-1.844e+00,+2.209e+00,+1.984e+00,+2.296e+00,Null,Null
36.409999,+6.965e-01,-8.434e-01,-1.833e+00,+2.182e+00,+1.984e+00,+2.258e+00,Null,Null
36.419999,Null,Null,-1.834e+00,+2.159e+00,+1.984e+00,+2.225e+00,Null,Null
36.429999,+6.345e-01,-8.777e-01,-1.846e+00,+2.133e+00,+1.984e+00,+2.163e+00,Null,Null
36.439999,Null,Null,-1.867e+00,+2.110e+00,+1.984e+00,+2.109e+00,Null,Null
36.449999,+5.720e-01,-8.840e-01,-1.889e+00,+2.090e+00,+1.984e+00,+2.028e+00,Null,Null
36.459999,+5.042e-01,-8.804e-01,-1.904e+00,+2.076e+00,+1.984e+00,+1.929e+00,Null,Null
36.469999,Null,Null,-1.912e+00,+2.064e+00,+1.984e+00,+1.842e+00,Null,Null
36.479999,+4.304e-01,-8.748e-01,-1.915e+00,+2.052e+00,+1.984e+00,+1.744e+00,Null,Null
36.489999,Null,Null,-1.910e+00,+2.042e+00,+1.984e+00,+1.657e+00,Null,Null
36.499999,+3.437e-01,-8.680e-01,-1.902e+00,+2.028e+00,+1.984e+00,+1.566e+00,Null,Null
36.509999,Null,Null,-1.897e+00,+2.018e+00,+1.984e+00,+1.491e+00,Null,Null
36.519999,+2.363e-01,-8.602e-01,-1.899e+00,+2.006e+00,+1.984e+00,+1.420e+00,Null,Null
36.529999,Null,Null,-1.912e+00,+1.997e+00,+1.984e+00,+1.361e+00,Null,Null
36.539999,+9.994e-02,-8.513e-01,-1.927e+00,+1.988e+00,+1.983e+00,+1.308e+00,Null,Null
36.549999,Null,Null,-1.925e+00,+1.980e+00,+1.983e+00,+1.264e+00,Null,Null
36.559999,-8.787e-02,-8.367e-01,-1.914e+00,+1.973e+00,+1.983e+00,+1.224e+00,Null,Null
36.569999,-3.337e-01,-8.134e-01,-1.893e+00,+1.967e+00,+1.983e+00,+1.186e+00,Null,Null
36.579999,Null,Null,-1.865e+00,+1.963e+00,+1.984e+00,+1.156e+00,Null,Null
36.589999,-5.946e-01,-7.761e-01,-1.830e+00,+1.959e+00,+1.984e+00,+1.128e+00,Null,Null
36.599999,Null,Null,-1.791e+00,+1.955e+00,+1.984e+00,+1.106e+00,Null,Null
36.609999,-7.778e-01,-7.212e-01,-1.752e+00,+1.951e+00,+1.984e+00,+1.088e+00,Null,Null
36.619999,Null,Null,-1.719e+00,+1.949e+00,+1.984e+00,+1.074e+00,Null,Null
36.629999,-8.579e-01,-6.497e-01,-1.696e+00,+1.947e+00,+1.984e+00,+1.065e+00,Null,Null
36.639999,-8.799e-01,-5.737e-01,-1.680e+00,+1.947e+00,+1.984e+00,+1.067e+00,Null,Null
36.649999,Null,Null,-1.671e+00,+1.947e+00,+1.984e+00,+1.069e+00,Null,Null
36.659999,-8.819e-01,-4.941e-01,-1.668e+00,+1.948e+00,+1.984e+00,+1.081e+00,Null,Null
36.669999,Null,Null,-1.667e+00,+1.949e+00,+1.984e+00,+1.091e+00,Null,Null
36.679999,-8.781e-01,-3.989e-01,-1.671e+00,+1.946e+00,+1.984e+00,+1.108e+00,Null,Null
36.689999,Null,Null,-1.679e+00,+1.943e+00,+1.984e+00,+1.124e+00,Null,Null
36.699999,-8.711e-01,-2.815e-01,-1.691e+00,+1.936e+00,+1.984e+00,+1.141e+00,Null,Null
36.709999,Null,Null,-1.699e+00,+1.929e+00,+1.984e+00,+1.156e+00,Null,Null
36.719999,-8.607e-01,-1.299e-01,-1.698e+00,+1.925e+00,+1.987e+00,+1.172e+00,Null,Null
36.729999,-8.456e-01,+7.341e-02,-1.696e+00,+1.926e+00,+1.994e+00,+1.191e+00,Null,Null
36.739999,Null,Null,-1.694e+00,+1.927e+00,+2.000e+00,+1.206e+00,Null,Null
36.749999,-8.207e-01,+3.349e-01,-1.694e+00,+1.932e+00,+2.011e+00,+1.224e+00,Null,Null
36.759999,Null,Null,-1.693e+00,+1.936e+00,+2.020e+00,+1.238e+00,Null,Null
36.769999,-7.799e-01,+6.098e-01,-1.689e+00,+1.943e+00,+2.038e+00,+1.256e+00,Null,Null
36.779999,Null,Null,-1.677e+00,+1.948e+00,+2.054e+00,+1.270e+00,Null,Null
36.789999,-7.218e-01,+7.939e-01,-1.661e+00,+1.954e+00,+2.084e+00,+1.289e+00,Null,Null
36.799999,-6.518e-01,+8.676e-01,-1.642e+00,+1.964e+00,+2.132e+00,+1.312e+00,Null,Null
36.809999,Null,Null,-1.630e+00,+1.974e+00,+2.171e+00,+1.331e+00,Null,Null
36.819999,-5.862e-01,+8.832e-01,-1.631e+00,+1.985e+00,+2.227e+00,+1.355e+00,Null,Null
36.829999,Null,Null,-1.630e+00,+1.995e+00,+2.274e+00,+1.376e+00,Null,Null
36.839999,-5.212e-01,+8.837e-01,-1.616e+00,+2.010e+00,+2.330e+00,+1.403e+00,Null,Null
36.849999,Null,Null,-1.590e+00,+2.025e+00,+2.377e+00,+1.425e+00,Null,Null
36.859999,-4.528e-01,+8.797e-01,-1.556e+00,+2.056e+00,+2.411e+00,+1.457e+00,Null,Null
36.869999,Null,Null,-1.522e+00,+2.082e+00,+2.439e+00,+1.483e+00,Null,Null
36.879999,-3.755e-01,+8.739e-01,-1.488e+00,+2.133e+00,+2.430e+00,+1.522e+00,Null,Null
36.889999,-2.648e-01,+8.713e-01,-1.454e+00,+2.192e+00,+2.402e+00,+1.571e+00,Null,Null
36.899999,Null,Null,-1.434e+00,+2.241e+00,+2.379e+00,+1.612e+00,Null,Null
36.909999,-1.164e-01,+8.627e-01,-1.435e+00,+2.283e+00,+2.354e+00,+1.652e+00,Null,Null
36.919999,Null,Null,-1.445e+00,+2.315e+00,+2.333e+00,+1.686e+00,Null,Null
36.929999,+8.832e-02,+8.484e-01,-1.428e+00,+2.348e+00,+2.296e+00,+1.723e+00,Null,Null
36.939999,+3.549e-01,+8.252e-01,-1.392e+00,+2.388e+00,+2.236e+00,+1.764e+00,Null,Null
36.949999,Null,Null,-1.353e+00,+2.421e+00,+2.188e+00,+1.797e+00,Null,Null
36.959999,+5.307e-01,+7.262e-01,-1.325e+00,+2.458e+00,+2.121e+00,+1.834e+00,Null,Null
36.969999,Null,Null,-1.313e+00,+2.487e+00,+2.066e+00,+1.864e+00,Null,Null
36.979999,+6.740e-01,+6.324e-01,-1.318e+00,+2.517e+00,+2.011e+00,+1.899e+00,Null,Null
36.989999,Null,Null,-1.332e+00,+2.536e+00,+1.992e+00,+1.927e+00,Null,Null
36.999999,+7.669e-01,+5.298e-01,-1.364e+00,+2.543e+00,+1.987e+00,+1.959e+00,Null,Null
37.009999,Null,Null,-1.406e+00,+2.545e+00,+1.985e+00,+1.986e+00,Null,Null
37.019999,+8.141e-01,+4.130e-01,-1.447e+00,+2.545e+00,+1.984e+00,+2.017e+00,Null,Null
37.029999,+8.525e-01,+3.453e-01,-1.482e+00,+2.544e+00,+1.984e+00,+2.053e+00,Null,Null
37.039999,Null,Null,-1.510e+00,+2.545e+00,+1.984e+00,+2.083e+00,Null,Null
37.049999,+8.617e-01,+2.493e-01,-1.535e+00,+2.545e+00,+1.984e+00,+2.124e+00,Null,Null
37.059999,Null,Null,-1.559e+00,+2.545e+00,+1.984e+00,+2.158e+00,Null,Null
37.069999,+8.581e-01,+1.171e-01,-1.595e+00,+2.530e+00,+1.984e+00,+2.192e+00,Null,Null
37.079999,Null,Null,-1.643e+00,+2.516e+00,+1.984e+00,+2.221e+00,Null,Null
37.089999,+8.466e-01,-6.622e-02,-1.706e+00,+2.483e+00,+1.984e+00,+2.240e+00,Null,Null
37.099999,Null,Null,-1.776e+00,+2.455e+00,+1.984e+00,+2.256e+00,Null,Null
37.109999,+8.265e-01,-3.093e-01,-1.842e+00,+2.423e+00,+1.984e+00,+2.270e+00,Null,Null
37.119999,Null,Null,-1.900e+00,+2.396e+00,+1.984e+00,+2.282e+00,Null,Null
37.129999,+7.934e-01,-5.747e-01,-1.928e+00,+2.375e+00,+1.985e+00,+2.295e+00,Null,Null
37.139999,+7.316e-01,-7.534e-01,-1.926e+00,+2.358e+00,+1.985e+00,+2.305e+00,Null,Null
37.149999,Null,Null,-1.925e+00,+2.340e+00,+1.985e+00,+2.315e+00,Null,Null
37.159999,+6.261e-01,-8.099e-01,-1.925e+00,+2.330e+00,+1.984e+00,+2.326e+00,Null,Null
37.169999,Null,Null,-1.925e+00,+2.321e+00,+1.984e+00,+2.335e+00,Null,Null
37.179999,+4.488e-01,-7.948e-01,-1.923e+00,+2.326e+00,+1.984e+00,+2.349e+00,Null,Null
37.189999,+1.629e-01,-7.519e-01,-1.916e+00,+2.337e+00,+1.984e+00,+2.360e+00,Null,Null
37.199999,Null,Null,-1.896e+00,+2.346e+00,+1.984e+00,+2.370e+00,Null,Null
37.209999,-2.209e-01,-7.046e-01,-1.872e+00,+2.354e+00,+1.984e+00,+2.371e+00,Null,Null
37.219999,Null,Null,-1.849e+00,+2.360e+00,+1.984e+00,+2.372e+00,Null,Null
37.229999,-6.189e-01,-6.267e-01,-1.833e+00,+2.357e+00,+1.984e+00,+2.369e+00,Null,Null
37.239999,Null,Null,-1.820e+00,+2.355e+00,+1.984e+00,+2.367e+00,Null,Null
37.249999,-8.146e-01,-5.347e-01,-1.810e+00,+2.345e+00,+1.984e+00,+2.364e+00,Null,Null
37.259999,Null,Null,-1.803e+00,+2.336e+00,+1.984e+00,+2.362e+00,Null,Null
37.269999,-8.676e-01,-4.239e-01,-1.804e+00,+2.323e+00,+1.984e+00,+2.361e+00,Null,Null
37.279999,-8.716e-01,-3.013e-01,-1.819e+00,+2.306e+00,+1.984e+00,+2.359e+00,Null,Null
37.289999,Null,Null,-1.846e+00,+2.292e+00,+1.984e+00,+2.357e+00,Null,Null
37.299999,-8.603e-01,-1.662e-01,-1.881e+00,+2.271e+00,+1.984e+00,+2.348e+00,Null,Null
37.309999,-8.478e-01,+2.276e-02,-1.917e+00,+2.243e+00,+1.984e+00,+2.325e+00,Null,Null
37.319999,Null,Null,-1.927e+00,+2.222e+00,+1.984e+00,+2.307e+00,Null,Null
37.329999,-8.272e-01,+2.716e-01,-1.926e+00,+2.194e+00,+1.984e+00,+2.267e+00,Null,Null
37.339999,Null,Null,-1.925e+00,+2.171e+00,+1.983e+00,+2.234e+00,Null,Null
37.349999,-7.943e-01,+5.470e-01,-1.925e+00,+2.146e+00,+1.983e+00,+2.184e+00,Null,Null
37.359999,Null,Null,-1.925e+00,+2.126e+00,+1.983e+00,+2.143e+00,Null,Null
37.369999,-7.452e-01,+7.539e-01,-1.925e+00,+2.103e+00,+1.984e+00,+2.096e+00,Null,Null
37.379999,-6.764e-01,+8.548e-01,-1.925e+00,+2.075e+00,+1.985e+00,+2.052e+00,Null,Null
37.389999,Null,Null,-1.925e+00,+2.050e+00,+1.984e+00,+2.015e+00,Null,Null
37.399999,-6.078e-01,+8.821e-01,-1.925e+00,+2.025e+00,+1.984e+00,+1.991e+00,Null,Null
37.409999,Null,Null,-1.925e+00,+2.004e+00,+1.984e+00,+1.972e+00,Null,Null
37.419999,-5.386e-01,+8.863e-01,-1.918e+00,+1.997e+00,+1.984e+00,+1.975e+00,Null,Null
37.429999,-4.657e-01,+8.834e-01,-1.894e+00,+2.005e+00,+1.983e+00,+1.995e+00,Null,Null
37.439999,Null,Null,-1.860e+00,+2.011e+00,+1.984e+00,+2.012e+00,Null,Null
37.449999,-3.832e-01,+8.780e-01,-1.824e+00,+2.019e+00,+1.984e+00,+2.025e+00,Null,Null
37.459999,Null,Null,-1.792e+00,+2.025e+00,+1.984e+00,+2.036e+00,Null,Null
37.469999,-2.736e-01,+8.732e-01,-1.769e+00,+2.026e+00,+1.984e+00,+2.026e+00,Null,Null
37.479999,Null,Null,-1.757e+00,+2.026e+00,+1.984e+00,+2.016e+00,Null,Null
37.489999,-1.281e-01,+8.640e-01,-1.751e+00,+2.021e+00,+1.984e+00,+1.975e+00,Null,Null
37.499999,Null,Null,-1.750e+00,+2.018e+00,+1.984e+00,+1.941e+00,Null,Null
37.509999,+7.224e-02,+8.498e-01,-1.758e+00,+2.016e+00,+1.984e+00,+1.876e+00,Null,Null
37.519999,Null,Null,-1.775e+00,+2.015e+00,+1.984e+00,+1.822e+00,Null,Null
37.529999,+3.071e-01,+8.175e-01,-1.797e+00,+2.014e+00,+1.984e+00,+1.741e+00,Null,Null
37.539999,+5.419e-01,+7.653e-01,-1.831e+00,+2.006e+00,+1.984e+00,+1.648e+00,Null,Null
37.549999,Null,Null,-1.863e+00,+2.000e+00,+1.984e+00,+1.568e+00,Null,Null
37.559999,+7.294e-01,+7.026e-01,-1.890e+00,+1.989e+00,+1.984e+00,+1.491e+00,Null,Null
37.569999,Null,Null,-1.905e+00,+1.981e+00,+1.984e+00,+1.427e+00,Null,Null
37.579999,+8.295e-01,+6.271e-01,-1.914e+00,+1.973e+00,+1.984e+00,+1.367e+00,Null,Null
37.589999,Null,Null,-1.916e+00,+1.967e+00,+1.984e+00,+1.319e+00,Null,Null
37.599999,+8.703e-01,+5.600e-01,-1.912e+00,+1.962e+00,+1.984e+00,+1.273e+00,Null,Null
37.609999,Null,Null,-1.900e+00,+1.959e+00,+1.984e+00,+1.235e+00,Null,Null
37.619999,+8.821e-01,+5.007e-01,-1.883e+00,+1.956e+00,+1.984e+00,+1.200e+00,Null,Null
37.629999,Null,Null,-1.862e+00,+1.955e+00,+1.984e+00,+1.171e+00,Null,Null
37.639999,+8.821e-01,+4.332e-01,-1.841e+00,+1.953e+00,+1.984e+00,+1.143e+00,Null,Null
37.649999,+8.778e-01,+3.535e-01,-1.818e+00,+1.950e+00,+1.984e+00,+1.118e+00,Null,Null
37.659999,Null,Null,-1.797e+00,+1.948e+00,+1.984e+00,+1.098e+00,Null,Null
37.669999,+8.712e-01,+2.535e-01,-1.784e+00,+1.946e+00,+1.984e+00,+1.082e+00,Null,Null
37.679999,+8.619e-01,+1.204e-01,-1.775e+00,+1.944e+00,+1.984e+00,+1.071e+00,Null,Null
37.689999,Null,Null,-1.757e+00,+1.942e+00,+1.984e+00,+1.063e+00,Null,Null
37.699999,+8.484e-01,-6.265e-02,-1.737e+00,+1.942e+00,+1.984e+00,+1.064e+00,Null,Null
37.709999,Null,Null,-1.717e+00,+1.942e+00,+1.984e+00,+1.066e+00,Null,Null
37.719999,+8.275e-01,-3.052e-01,-1.699e+00,+1.945e+00,+1.984e+00,+1.078e+00,Null,Null
37.729999,Null,Null,-1.685e+00,+1.947e+00,+1.984e+00,+1.089e+00,Null,Null
37.739999,+7.943e-01,-5.710e-01,-1.680e+00,+1.945e+00,+1.984e+00,+1.107e+00,Null,Null
37.749999,Null,Null,-1.684e+00,+1.943e+00,+1.984e+00,+1.121e+00,Null,Null
37.759999,+7.452e-01,-7.664e-01,-1.699e+00,+1.936e+00,+1.984e+00,+1.139e+00,Null,Null
37.769999,+6.851e-01,-8.542e-01,-1.729e+00,+1.932e+00,+1.985e+00,+1.159e+00,Null,Null
37.779999,Null,Null,-1.761e+00,+1.927e+00,+1.987e+00,+1.175e+00,Null,Null
37.789999,+6.208e-01,-8.793e-01,-1.783e+00,+1.929e+00,+1.991e+00,+1.194e+00,Null,Null
37.799999,Null,Null,-1.802e+00,+1.931e+00,+1.996e+00,+1.209e+00,Null,Null
37.809999,+5.572e-01,-8.830e-01,-1.820e+00,+1.936e+00,+2.007e+00,+1.228e+00,Null,Null
37.819999,Null,Null,-1.840e+00,+1.941e+00,+2.017e+00,+1.243e+00,Null,Null
37.829999,+4.918e-01,-8.803e-01,-1.864e+00,+1.949e+00,+2.040e+00,+1.262e+00,Null,Null
37.839999,Null,Null,-1.887e+00,+1.955e+00,+2.060e+00,+1.278e+00,Null,Null
37.849999,+4.198e-01,-8.752e-01,-1.899e+00,+1.959e+00,+2.097e+00,+1.298e+00,Null,Null
37.859999,Null,Null,-1.888e+00,+1.965e+00,+2.128e+00,+1.315e+00,Null,Null
37.869999,+3.387e-01,-8.699e-01,-1.866e+00,+1.973e+00,+2.176e+00,+1.336e+00,Null,Null
37.879999,Null,Null,-1.829e+00,+1.982e+00,+2.217e+00,+1.355e+00,Null,Null
37.889999,+2.359e-01,-8.624e-01,-1.784e+00,+1.995e+00,+2.273e+00,+1.379e+00,Null,Null
37.899999,Null,Null,-1.736e+00,+2.007e+00,+2.321e+00,+1.399e+00,Null,Null
37.909999,+9.839e-02,-8.520e-01,-1.691e+00,+2.030e+00,+2.371e+00,+1.428e+00,Null,Null
37.919999,Null,Null,-1.658e+00,+2.050e+00,+2.412e+00,+1.451e+00,Null,Null
37.929999,-9.065e-02,-8.367e-01,-1.633e+00,+2.089e+00,+2.429e+00,+1.486e+00,Null,Null
37.939999,Null,Null,-1.616e+00,+2.121e+00,+2.444e+00,+1.514e+00,Null,Null
37.949999,-3.375e-01,-8.130e-01,-1.604e+00,+2.175e+00,+2.421e+00,+1.557e+00,Null,Null
37.959999,-5.982e-01,-7.754e-01,-1.597e+00,+2.226e+00,+2.393e+00,+1.602e+00,Null,Null
37.969999,Null,Null,-1.594e+00,+2.269e+00,+2.370e+00,+1.640e+00,Null,Null
37.979999,-7.797e-01,-7.202e-01,-1.595e+00,+2.308e+00,+2.340e+00,+1.680e+00,Null,Null
