Time (s),CPG0 (User unit),CPG1 (User unit),Z_POS (Meters),CL0 (Degrees),FL0 (Degrees),TL0 (Degrees),ACT0 (User unit),ACT1 (User unit)
5.480,Null,Null,-1.442e+00,+2.538e+00,+1.988e+00,+1.940e+00,Null,Null
5.490,-8.374e-01,+3.231e-01,-1.422e+00,+2.545e+00,+1.985e+00,+1.972e+00,Null,Null
5.500,Null,Null,-1.428e+00,+2.546e+00,+1.984e+00,+1.999e+00,Null,Null
5.510,-8.015e-01,+5.835e-01,-1.452e+00,+2.547e+00,+1.984e+00,+2.030e+00,Null,Null
5.520,-7.487e-01,+7.707e-01,-1.487e+00,+2.546e+00,+1.984e+00,+2.068e+00,Null,Null
5.530,-6.783e-01,+8.600e-01,-1.527e+00,+2.545e+00,+1.983e+00,+2.116e+00,Null,Null
5.540,-6.090e-01,+8.836e-01,-1.567e+00,+2.523e+00,+1.984e+00,+2.159e+00,Null,Null
5.550,Null,Null,-1.604e+00,+2.503e+00,+1.983e+00,+2.194e+00,Null,Null
5.560,-5.404e-01,+8.865e-01,-1.635e+00,+2.468e+00,+1.984e+00,+2.219e+00,Null,Null
5.570,-4.647e-01,+8.846e-01,-1.661e+00,+2.433e+00,+1.983e+00,+2.241e+00,Null,Null
5.580,-3.778e-01,+8.795e-01,-1.671e+00,+2.399e+00,+1.983e+00,+2.262e+00,Null,Null
5.590,-2.660e-01,+8.734e-01,-1.667e+00,+2.366e+00,+1.982e+00,+2.278e+00,Null,Null
5.600,Null,Null,-1.646e+00,+2.338e+00,+1.982e+00,+2.290e+00,Null,Null
5.610,-1.172e-01,+8.636e-01,-1.626e+00,+2.307e+00,+1.983e+00,+2.291e+00,Null,Null
5.620,+8.748e-02,+8.488e-01,-1.611e+00,+2.268e+00,+1.983e+00,+2.273e+00,Null,Null
5.630,Null,Null,-1.594e+00,+2.237e+00,+1.983e+00,+2.256e+00,Null,Null
5.640,+3.491e-01,+8.237e-01,-1.583e+00,+2.201e+00,+1.983e+00,+2.212e+00,Null,Null
5.650,+6.186e-01,+7.853e-01,-1.581e+00,+2.165e+00,+1.984e+00,+2.138e+00,Null,Null
5.660,Null,Null,-1.584e+00,+2.135e+00,+1.984e+00,+2.073e+00,Null,Null
5.670,+7.969e-01,+7.303e-01,-1.590e+00,+2.111e+00,+1.984e+00,+1.980e+00,Null,Null
5.680,+8.683e-01,+6.655e-01,-1.599e+00,+2.089e+00,+1.984e+00,+1.880e+00,Null,Null
5.690,Null,Null,-1.612e+00,+2.072e+00,+1.984e+00,+1.784e+00,Null,Null
5.700,+8.878e-01,+6.020e-01,-1.637e+00,+2.049e+00,+1.984e+00,+1.684e+00,Null,Null
5.710,+8.898e-01,+5.387e-01,-1.665e+00,+2.028e+00,+1.984e+00,+1.587e+00,Null,Null
5.720,Null,Null,-1.695e+00,+2.011e+00,+1.984e+00,+1.504e+00,Null,Null
5.730,+8.817e-01,+3.989e-01,-1.720e+00,+1.996e+00,+1.983e+00,+1.425e+00,Null,Null
5.740,Null,Null,-1.720e+00,+1.986e+00,+1.983e+00,+1.359e+00,Null,Null
5.750,+8.755e-01,+3.110e-01,-1.706e+00,+1.978e+00,+1.984e+00,+1.301e+00,Null,Null
5.760,Null,Null,-1.686e+00,+1.972e+00,+1.984e+00,+1.254e+00,Null,Null
5.770,+8.675e-01,+1.976e-01,-1.668e+00,+1.967e+00,+1.984e+00,+1.212e+00,Null,Null
5.780,+8.564e-01,+4.374e-02,-1.657e+00,+1.963e+00,+1.984e+00,+1.175e+00,Null,Null
5.790,+8.400e-01,-1.670e-01,-1.655e+00,+1.958e+00,+1.984e+00,+1.144e+00,Null,Null
5.800,Null,Null,-1.655e+00,+1.953e+00,+1.983e+00,+1.119e+00,Null,Null
5.810,+8.142e-01,-4.293e-01,-1.654e+00,+1.950e+00,+1.984e+00,+1.101e+00,Null,Null
5.820,+7.738e-01,-6.745e-01,-1.651e+00,+1.948e+00,+1.984e+00,+1.094e+00,Null,Null
